Unnamed: 0,protein_id_x,transcript_id,rNC1,rNC2,rKD1,rKD2,NC1,NC2,NC3,KD1,KD2,KD3,protein_id_y,High_Pause_Countsc18nc,protein_id,High_Pause_Countsc18ko
1,ENSMUSP00000000001,ENSMUST00000000001,229,189,391,323,674.1,541.8,626.1,604.2,609.7,534.3,ENSMUSP00000000001,16.0,ENSMUSP00000000001,45.5
3,ENSMUSP00000000010,ENSMUST00000000010,129,101,174,144,43.9,37.0,37.2,39.3,40.2,36.3,ENSMUSP00000000010,20.5,ENSMUSP00000000010,37.5
4,ENSMUSP00000000028,ENSMUST00000000028,162,117,314,257,139.9,145.5,145.9,177.5,137.7,154.4,ENSMUSP00000000028,29.5,ENSMUSP00000000028,96.0
7,ENSMUSP00000000058,ENSMUST00000000058,73,41,84,57,73.2,69.4,75.9,74.5,72.6,72.1,ENSMUSP00000000058,10.0,ENSMUSP00000000058,13.5
10,ENSMUSP00000000090,ENSMUST00000000090,239,199,313,240,826.6,817.4,834.7,849.9,769.2,725.7,ENSMUSP00000000090,8.5,ENSMUSP00000000090,7.0
18,ENSMUSP00000000129,ENSMUST00000000129,166,170,291,205,414.2,406.6,389.1,420.8,397.1,369.1,ENSMUSP00000000129,43.5,ENSMUSP00000000129,44.0
19,ENSMUSP00000000137,ENSMUST00000000137,278,243,592,484,1975.8,1724.4,1834.9,1671.2,1763.5,1411.7,ENSMUSP00000000137,22.5,ENSMUSP00000000137,19.5
21,ENSMUSP00000000153,ENSMUST00000000153,3,4,6,8,15.1,14.1,15.5,13.5,11.6,10.4,ENSMUSP00000000153,28.0,ENSMUSP00000000153,31.0
29,ENSMUSP00000000193,ENSMUST00000000193,615,548,995,801,84.4,76.3,77.9,112.9,108.7,110.9,ENSMUSP00000000193,0.0,ENSMUSP00000000193,2.0
31,ENSMUSP00000000199,ENSMUST00000000199,4,4,23,25,91.8,88.3,100.1,147.5,130.7,118.4,ENSMUSP00000000199,18.0,ENSMUSP00000000199,0.0
40,ENSMUSP00000000260,ENSMUST00000000260,66,62,79,51,480.3,471.9,483.2,368.8,367.6,337.9,ENSMUSP00000000260,12.5,ENSMUSP00000000260,7.5
41,ENSMUSP00000000266,ENSMUST00000000266,441,431,976,826,540.8,515.7,513.3,871.4,898.7,769.2,ENSMUSP00000000266,21.0,ENSMUSP00000000266,56.0
45,ENSMUSP00000000287,ENSMUST00000000287,586,448,788,673,811.3,799.7,793.6,846.7,796.6,717.0,ENSMUSP00000000287,20.0,ENSMUSP00000000287,32.5
46,ENSMUSP00000000291,ENSMUST00000000291,32,31,81,50,128.5,83.5,114.7,77.5,116.0,70.9,ENSMUSP00000000291,42.0,ENSMUSP00000000291,72.0
48,ENSMUSP00000000304,ENSMUST00000000304,96,98,175,142,470.3,457.2,472.2,457.8,415.7,383.1,ENSMUSP00000000304,9.5,ENSMUSP00000000304,14.5
57,ENSMUSP00000000335,ENSMUST00000000335,68,61,101,82,762.4,745.0,745.2,831.1,830.1,767.2,ENSMUSP00000000335,8.0,ENSMUSP00000000335,27.5
59,ENSMUSP00000000348,ENSMUST00000000348,54,40,65,79,369.6,342.3,351.3,361.1,353.6,305.8,ENSMUSP00000000348,29.0,ENSMUSP00000000348,42.5
60,ENSMUSP00000000349,ENSMUST00000000349,50,35,161,125,538.5,560.2,559.3,714.8,653.2,552.6,ENSMUSP00000000349,35.0,ENSMUSP00000000349,74.5
62,ENSMUSP00000000365,ENSMUST00000000365,47,31,94,62,199.6,180.2,213.8,168.8,170.9,140.4,ENSMUSP00000000365,11.5,ENSMUSP00000000365,28.5
64,ENSMUSP00000000384,ENSMUST00000000384,25,16,22,22,44.7,36.6,38.8,35.6,33.1,30.7,ENSMUSP00000000384,137.0,ENSMUSP00000000384,101.0
65,ENSMUSP00000000388,ENSMUST00000000388,69,59,76,64,178.9,165.2,163.8,177.0,166.9,150.6,ENSMUSP00000000388,47.0,ENSMUSP00000000388,63.0
73,ENSMUSP00000000449,ENSMUST00000000449,56,43,71,68,618.1,537.3,582.6,504.3,521.7,425.4,ENSMUSP00000000449,25.5,ENSMUSP00000000449,79.5
76,ENSMUSP00000000466,ENSMUST00000000466,395,326,602,482,779.5,708.6,775.4,1102.8,1119.2,929.1,ENSMUSP00000000466,11.0,ENSMUSP00000000466,19.5
79,ENSMUSP00000000505,ENSMUST00000000505,335,286,486,394,3150.1,3145.0,3179.4,2836.6,2615.7,2321.5,ENSMUSP00000000505,63.5,ENSMUSP00000000505,70.0
83,ENSMUSP00000000544,ENSMUST00000000544,23,18,46,37,13.3,10.4,13.4,14.4,12.2,14.2,ENSMUSP00000000544,106.0,ENSMUSP00000000544,40.0
88,ENSMUSP00000000590,ENSMUST00000000590,473,356,650,549,2897.0,2739.3,2808.3,2598.4,2507.8,2240.1,ENSMUSP00000000590,21.5,ENSMUSP00000000590,52.5
89,ENSMUSP00000000594,ENSMUST00000000594,164,151,236,190,308.7,319.4,329.6,344.6,285.2,294.4,ENSMUSP00000000594,10.5,ENSMUSP00000000594,8.5
90,ENSMUSP00000000608,ENSMUST00000000608,79,66,86,62,415.3,440.6,440.8,349.2,321.6,279.9,ENSMUSP00000000608,11.0,ENSMUSP00000000608,25.5
91,ENSMUSP00000000619,ENSMUST00000000619,48,42,53,32,65.4,67.6,72.0,78.8,69.4,66.8,ENSMUSP00000000619,58.0,ENSMUSP00000000619,85.0
95,ENSMUSP00000000642,ENSMUST00000000642,101,77,297,196,1880.1,1742.7,1803.5,2418.1,2354.0,2075.4,ENSMUSP00000000642,68.5,ENSMUSP00000000642,90.0
101,ENSMUSP00000000704,ENSMUST00000000704,13,8,13,20,21.2,18.9,17.5,24.8,24.5,18.0,ENSMUSP00000000704,30.5,ENSMUSP00000000704,14.0
105,ENSMUSP00000000724,ENSMUST00000000724,44,48,70,56,57.6,60.4,57.2,63.7,49.0,52.7,ENSMUSP00000000724,75.5,ENSMUSP00000000724,79.5
106,ENSMUSP00000000727,ENSMUST00000000727,10,3,5,3,222.8,243.4,259.4,232.1,178.7,171.1,ENSMUSP00000000727,24.5,,0.0
109,ENSMUSP00000000756,ENSMUST00000000756,3,0,3,3,2763.7,2668.2,2698.4,2773.7,2610.9,2268.5,ENSMUSP00000000756,19.0,ENSMUSP00000000756,25.5
110,ENSMUSP00000000759,ENSMUST00000000759,52,41,74,57,418.2,425.6,424.2,400.0,329.2,309.5,ENSMUSP00000000759,25.5,ENSMUSP00000000759,16.5
111,ENSMUSP00000000767,ENSMUST00000000767,1204,1011,1274,1017,2058.5,1889.4,1963.5,1755.0,1737.0,1488.5,ENSMUSP00000000767,11.0,ENSMUSP00000000767,39.5
113,ENSMUSP00000000776,ENSMUST00000000776,98,79,133,93,932.8,929.8,908.4,860.9,838.6,749.1,ENSMUSP00000000776,28.5,ENSMUSP00000000776,197.0
115,ENSMUSP00000000793,ENSMUST00000000793,103,103,178,168,148.8,146.5,152.1,173.0,160.8,134.8,ENSMUSP00000000793,36.0,ENSMUSP00000000793,37.5
116,ENSMUSP00000000804,ENSMUST00000000804,590,477,1029,911,4825.1,4501.7,4684.0,4730.4,4343.8,3851.5,ENSMUSP00000000804,15.5,ENSMUSP00000000804,48.5
121,ENSMUSP00000000828,ENSMUST00000000828,27,12,55,57,102.4,112.2,114.0,127.1,122.7,115.7,ENSMUSP00000000828,68.5,ENSMUSP00000000828,109.0
128,ENSMUSP00000000896,ENSMUST00000000896,27,21,23,16,24.3,28.5,30.0,23.3,20.5,26.3,ENSMUSP00000000896,12.5,ENSMUSP00000000896,47.0
133,ENSMUSP00000000925,ENSMUST00000000925,290,200,379,330,607.9,581.4,596.7,554.3,543.8,487.4,ENSMUSP00000000925,29.5,ENSMUSP00000000925,22.0
135,ENSMUSP00000000939,ENSMUST00000000939,46,40,76,66,287.1,283.2,286.0,375.0,330.9,306.0,ENSMUSP00000000939,200.5,ENSMUSP00000000939,161.5
136,ENSMUSP00000000940,ENSMUST00000000940,40,22,83,62,555.8,535.1,551.6,574.2,532.2,496.3,ENSMUSP00000000940,29.0,ENSMUSP00000000940,64.0
137,ENSMUSP00000000958,ENSMUST00000000958,16,6,75,59,27.4,28.0,29.0,24.2,23.8,18.3,ENSMUSP00000000958,81.0,ENSMUSP00000000958,104.0
140,ENSMUSP00000000985,ENSMUST00000000985,137,120,177,116,168.8,160.7,154.0,140.1,128.5,125.3,ENSMUSP00000000985,18.0,ENSMUSP00000000985,32.5
141,ENSMUSP00000001002,ENSMUST00000001002,81,67,136,97,308.4,294.9,303.9,292.9,300.0,232.8,ENSMUSP00000001002,120.0,ENSMUSP00000001002,217.5
144,ENSMUSP00000001027,ENSMUST00000001027,42,34,75,62,23.3,19.8,20.4,23.4,23.8,19.9,ENSMUSP00000001027,237.5,ENSMUSP00000001027,240.0
147,ENSMUSP00000001042,ENSMUST00000001042,265,180,357,267,974.3,942.2,939.5,941.6,931.0,832.1,ENSMUSP00000001042,11.5,ENSMUSP00000001042,4.0
149,ENSMUSP00000001046,ENSMUST00000001046,156,140,166,158,1260.1,1287.9,1286.7,1033.5,881.2,821.7,ENSMUSP00000001046,9.0,ENSMUSP00000001046,5.5
152,ENSMUSP00000001051,ENSMUST00000001051,672,572,994,814,1288.2,1140.4,1230.9,1240.0,1191.5,1089.4,ENSMUSP00000001051,0.0,ENSMUSP00000001051,4.0
154,ENSMUSP00000001059,ENSMUST00000001059,62,60,120,101,30.4,29.8,30.6,26.3,30.9,26.5,ENSMUSP00000001059,115.0,ENSMUSP00000001059,103.5
156,ENSMUSP00000001079,ENSMUST00000001079,160,130,213,149,769.6,709.7,756.0,696.4,651.3,587.9,ENSMUSP00000001079,106.5,ENSMUSP00000001079,168.5
163,ENSMUSP00000001115,ENSMUST00000001115,39,30,47,38,75.5,73.2,76.5,68.8,68.5,55.3,ENSMUSP00000001115,60.5,ENSMUSP00000001115,124.5
168,ENSMUSP00000001127,ENSMUST00000001127,102,89,140,103,538.9,525.2,533.9,570.5,540.6,502.4,ENSMUSP00000001127,16.5,ENSMUSP00000001127,17.5
170,ENSMUSP00000001147,ENSMUST00000001147,633,498,430,347,687.8,648.0,646.8,354.0,343.1,346.7,ENSMUSP00000001147,9.5,ENSMUSP00000001147,54.0
171,ENSMUSP00000001148,ENSMUST00000001148,23,24,39,27,18.7,16.9,15.9,17.5,18.8,11.9,ENSMUSP00000001148,28.5,ENSMUSP00000001148,54.5
172,ENSMUSP00000001155,ENSMUST00000001155,48,32,55,42,134.8,138.6,133.8,138.4,110.1,108.1,ENSMUSP00000001155,34.5,ENSMUSP00000001155,124.0
174,ENSMUSP00000001166,ENSMUST00000001166,26,12,28,19,37.1,23.6,24.9,26.9,32.5,27.4,ENSMUSP00000001166,92.0,ENSMUSP00000001166,0.0
176,ENSMUSP00000001179,ENSMUST00000001179,104,89,238,191,885.8,859.2,859.4,1038.8,926.6,913.8,ENSMUSP00000001179,596.5,ENSMUSP00000001179,192.5
177,ENSMUSP00000001181,ENSMUST00000001181,358,339,269,214,271.1,245.8,274.4,151.3,147.8,157.6,ENSMUSP00000001181,44.0,ENSMUSP00000001181,51.0
182,ENSMUSP00000001187,ENSMUST00000001187,267,242,455,386,2115.0,2082.8,2120.4,2263.0,2064.4,1835.1,ENSMUSP00000001187,2.0,ENSMUSP00000001187,12.5
183,ENSMUSP00000001202,ENSMUST00000001202,20,12,36,21,83.7,80.3,79.7,81.6,77.9,88.6,ENSMUSP00000001202,117.5,ENSMUSP00000001202,106.5
185,ENSMUSP00000001226,ENSMUST00000001226,68,65,108,68,1169.4,1124.8,1159.9,1005.3,918.0,845.8,ENSMUSP00000001226,45.0,ENSMUSP00000001226,28.5
187,ENSMUSP00000001242,ENSMUST00000001242,45,34,70,53,588.3,545.3,552.1,546.5,520.3,471.1,ENSMUSP00000001242,20.0,ENSMUSP00000001242,23.5
192,ENSMUSP00000001258,ENSMUST00000001258,289,249,322,257,2137.5,2092.7,2209.9,1651.1,1515.0,1460.8,ENSMUSP00000001258,72.0,ENSMUSP00000001258,76.5
196,ENSMUSP00000001304,ENSMUST00000001304,7,3,4,2,147.2,125.7,182.1,172.1,125.5,115.3,ENSMUSP00000001304,34.5,ENSMUSP00000001304,73.5
197,ENSMUSP00000001319,ENSMUST00000001319,26,18,84,50,11.0,13.6,13.1,11.9,10.8,8.5,ENSMUSP00000001319,35.5,ENSMUSP00000001319,24.5
198,ENSMUSP00000001326,ENSMUST00000001326,281,225,379,276,793.9,736.3,789.8,663.7,669.7,567.5,ENSMUSP00000001326,46.5,ENSMUSP00000001326,62.5
202,ENSMUSP00000001339,ENSMUST00000001339,117,86,249,207,1033.6,935.1,956.9,1157.0,1075.2,996.9,ENSMUSP00000001339,14.5,ENSMUSP00000001339,51.0
206,ENSMUSP00000001412,ENSMUST00000001412,148,130,261,210,201.5,190.5,185.5,185.7,176.1,154.2,ENSMUSP00000001412,77.5,ENSMUSP00000001412,190.5
208,ENSMUSP00000001416,ENSMUST00000001416,377,323,589,538,2689.2,2549.8,2646.1,2572.2,2426.7,2124.0,ENSMUSP00000001416,12.0,ENSMUSP00000001416,91.5
209,ENSMUSP00000001419,ENSMUST00000001419,386,338,663,561,262.9,254.5,267.8,248.1,229.3,203.5,ENSMUSP00000001419,9.0,ENSMUSP00000001419,12.5
211,ENSMUSP00000001451,ENSMUST00000001451,55,50,68,54,242.4,223.1,236.4,222.8,222.6,198.0,ENSMUSP00000001451,84.0,ENSMUSP00000001451,61.5
212,ENSMUSP00000001452,ENSMUST00000001452,534,491,912,765,6520.1,5752.6,6107.8,5665.9,5971.7,4992.1,ENSMUSP00000001452,17.0,ENSMUSP00000001452,27.0
216,ENSMUSP00000001460,ENSMUST00000001460,585,485,929,726,5857.6,5615.7,5661.4,5474.5,5186.3,4542.7,ENSMUSP00000001460,47.5,ENSMUSP00000001460,20.0
217,ENSMUSP00000001479,ENSMUST00000001479,685,562,1345,1104,5169.9,4541.6,4831.8,4672.6,4562.6,3831.3,ENSMUSP00000001479,33.5,ENSMUSP00000001479,0.0
218,ENSMUSP00000001480,ENSMUST00000001480,318,249,436,327,5364.8,5266.2,5198.5,4499.5,4293.2,3782.9,ENSMUSP00000001480,59.0,ENSMUSP00000001480,0.0
220,ENSMUSP00000001485,ENSMUST00000001485,113,85,148,105,192.6,188.0,184.2,203.8,183.6,164.1,ENSMUSP00000001485,22.0,ENSMUSP00000001485,16.5
222,ENSMUSP00000001507,ENSMUST00000001507,258,245,350,260,1143.0,1192.6,1190.7,1061.9,994.5,892.1,ENSMUSP00000001507,31.0,ENSMUSP00000001507,65.5
223,ENSMUSP00000001513,ENSMUST00000001513,300,217,517,432,1024.3,974.3,970.3,1073.0,1045.8,930.6,ENSMUSP00000001513,14.5,ENSMUSP00000001513,40.5
224,ENSMUSP00000001520,ENSMUST00000001520,134,105,187,152,754.0,739.2,779.2,704.7,650.0,629.5,ENSMUSP00000001520,73.5,ENSMUSP00000001520,89.0
229,ENSMUSP00000001544,ENSMUST00000001544,92,63,121,105,351.0,287.1,320.4,318.3,311.4,428.0,ENSMUSP00000001544,82.0,ENSMUSP00000001544,142.5
230,ENSMUSP00000001547,ENSMUST00000001547,2098,1731,1909,1596,3043.8,2891.1,2964.3,1367.0,1277.5,1615.6,ENSMUSP00000001547,20.5,ENSMUSP00000001547,5.0
232,ENSMUSP00000001559,ENSMUST00000001559,110,84,117,101,76.0,46.7,71.3,51.2,65.3,48.1,ENSMUSP00000001559,24.0,ENSMUSP00000001559,22.0
234,ENSMUSP00000001562,ENSMUST00000001562,40,35,131,101,213.8,193.0,195.4,248.9,249.4,233.3,ENSMUSP00000001562,20.5,ENSMUSP00000001562,0.0
235,ENSMUSP00000001565,ENSMUST00000001565,43,34,101,64,189.5,190.4,181.5,206.7,179.1,160.5,ENSMUSP00000001565,41.5,ENSMUSP00000001565,67.0
236,ENSMUSP00000001566,ENSMUST00000001566,1288,1061,1954,1637,1435.4,1378.5,1373.4,1380.0,1365.0,1261.0,ENSMUSP00000001566,0.5,ENSMUSP00000001566,0.0
237,ENSMUSP00000001569,ENSMUST00000001569,89,66,114,91,1022.4,986.1,1053.9,866.8,840.8,753.7,ENSMUSP00000001569,28.0,ENSMUSP00000001569,24.5
239,ENSMUSP00000001592,ENSMUST00000001592,245,207,211,180,1463.4,1401.1,1453.9,1017.3,996.1,907.7,ENSMUSP00000001592,55.5,ENSMUSP00000001592,25.0
240,ENSMUSP00000001595,ENSMUST00000001595,368,308,443,375,2510.3,2298.0,2394.8,2096.2,2140.5,1819.2,ENSMUSP00000001595,35.5,ENSMUSP00000001595,29.0
242,ENSMUSP00000001611,ENSMUST00000001611,118,81,234,173,478.1,458.6,464.8,541.5,499.2,448.1,ENSMUSP00000001611,75.0,ENSMUSP00000001611,122.0
243,ENSMUSP00000001620,ENSMUST00000001620,378,336,554,518,2804.2,2604.0,2703.0,2716.1,2658.7,2367.9,ENSMUSP00000001620,19.5,ENSMUSP00000001620,7.5
248,ENSMUSP00000001672,ENSMUST00000001672,197,165,382,326,342.2,353.0,353.7,541.5,477.6,434.4,ENSMUSP00000001672,22.5,ENSMUSP00000001672,64.0
257,ENSMUSP00000001712,ENSMUST00000001712,47,48,81,80,31.1,35.5,31.1,36.2,31.5,35.7,ENSMUSP00000001712,333.5,ENSMUSP00000001712,141.0
258,ENSMUSP00000001713,ENSMUST00000001713,15,4,13,8,19.1,16.0,14.5,17.2,19.0,16.6,ENSMUSP00000001713,22.5,ENSMUSP00000001713,22.5
260,ENSMUSP00000001716,ENSMUST00000001716,53,29,74,47,502.6,449.4,512.8,397.1,382.0,311.7,ENSMUSP00000001716,13.0,ENSMUSP00000001716,17.5
263,ENSMUSP00000001724,ENSMUST00000001724,36,41,65,46,1735.2,1716.5,1690.8,2026.2,1917.8,1714.4,ENSMUSP00000001724,53.5,ENSMUSP00000001724,53.5
264,ENSMUSP00000001757,ENSMUST00000001757,106,84,210,173,485.6,508.2,485.6,574.9,524.9,466.3,ENSMUSP00000001757,9.0,ENSMUSP00000001757,24.5
265,ENSMUSP00000001780,ENSMUST00000001780,43,31,63,61,1489.6,1469.9,1485.5,1332.5,1244.0,1127.2,ENSMUSP00000001780,27.5,ENSMUSP00000001780,0.0
267,ENSMUSP00000001792,ENSMUST00000001792,0,1,0,0,95.1,92.7,99.7,84.2,76.1,75.3,,0.0,ENSMUSP00000001792,180.0
268,ENSMUSP00000001801,ENSMUST00000001801,264,197,366,276,976.9,905.3,965.3,961.0,957.4,888.2,ENSMUSP00000001801,21.5,ENSMUSP00000001801,59.0
269,ENSMUSP00000001802,ENSMUST00000001802,162,117,133,111,806.1,823.1,817.2,757.6,665.3,610.7,ENSMUSP00000001802,51.0,ENSMUSP00000001802,0.0
271,ENSMUSP00000001809,ENSMUST00000001809,138,114,320,264,5828.3,5378.7,5646.0,6091.2,5789.0,5222.6,ENSMUSP00000001809,57.5,ENSMUSP00000001809,4.0
273,ENSMUSP00000001818,ENSMUST00000001818,267,275,488,414,1661.4,1590.7,1673.1,1536.1,1483.9,1333.0,ENSMUSP00000001818,34.0,ENSMUSP00000001818,112.5
275,ENSMUSP00000001825,ENSMUST00000001825,229,210,370,335,1571.4,1561.0,1605.7,1644.6,1523.7,1317.5,ENSMUSP00000001825,18.5,ENSMUSP00000001825,49.0
277,ENSMUSP00000001834,ENSMUST00000001834,255,217,410,332,2518.1,2472.0,2469.2,2490.0,2342.2,2116.2,ENSMUSP00000001834,30.5,ENSMUSP00000001834,20.0
278,ENSMUSP00000001836,ENSMUST00000001836,182,154,272,247,510.0,437.6,464.9,449.8,446.9,405.0,ENSMUSP00000001836,36.0,ENSMUSP00000001836,37.0
287,ENSMUSP00000001920,ENSMUST00000001920,182,159,275,206,993.9,987.7,964.0,897.2,800.8,705.2,ENSMUSP00000001920,5.5,ENSMUSP00000001920,25.5
290,ENSMUSP00000001950,ENSMUST00000001950,68,59,72,38,652.9,638.1,653.5,539.2,530.1,492.9,ENSMUSP00000001950,12.5,ENSMUSP00000001950,13.5
295,ENSMUSP00000001975,ENSMUST00000001975,18,22,49,48,204.9,191.8,188.8,240.2,231.0,200.3,ENSMUSP00000001975,33.5,ENSMUSP00000001975,34.5
303,ENSMUSP00000002029,ENSMUST00000002029,74,48,101,99,927.5,879.7,876.8,899.1,827.2,735.2,ENSMUSP00000002029,26.0,ENSMUSP00000002029,15.0
304,ENSMUSP00000002043,ENSMUST00000002043,384,308,641,572,1992.5,1865.8,1929.4,1994.9,1987.3,1746.6,ENSMUSP00000002043,26.5,ENSMUSP00000002043,48.0
305,ENSMUSP00000002044,ENSMUST00000002044,15,22,24,24,254.3,240.6,224.7,205.5,206.6,179.4,ENSMUSP00000002044,124.5,ENSMUSP00000002044,77.5
306,ENSMUSP00000002048,ENSMUST00000002048,94,80,155,124,173.5,148.1,168.2,181.3,184.2,158.0,ENSMUSP00000002048,20.0,ENSMUSP00000002048,48.0
308,ENSMUSP00000002063,ENSMUST00000002063,96,66,260,220,401.2,388.9,394.9,477.5,472.3,408.5,ENSMUSP00000002063,103.5,ENSMUSP00000002063,156.5
309,ENSMUSP00000002064,ENSMUST00000002064,225,196,330,284,1280.7,1337.9,1332.1,1372.8,1170.1,1067.9,ENSMUSP00000002064,11.5,ENSMUSP00000002064,15.0
314,ENSMUSP00000002084,ENSMUST00000002084,10,5,9,10,13.4,14.7,14.3,14.8,9.8,13.5,ENSMUSP00000002084,21.5,ENSMUSP00000002084,123.0
317,ENSMUSP00000002091,ENSMUST00000002091,320,253,429,331,2520.6,2334.4,2376.9,2253.1,2225.3,1986.0,ENSMUSP00000002091,10.5,ENSMUSP00000002091,14.5
323,ENSMUSP00000002121,ENSMUST00000002121,505,448,790,715,2547.2,2430.0,2438.7,2345.2,2253.2,2057.0,ENSMUSP00000002121,128.0,ENSMUSP00000002121,1.0
325,ENSMUSP00000002128,ENSMUST00000002128,73,63,125,93,688.2,658.2,643.1,691.9,620.9,527.6,ENSMUSP00000002128,14.0,ENSMUSP00000002128,0.0
326,ENSMUSP00000002133,ENSMUST00000002133,165,144,235,187,574.3,525.0,557.7,532.9,531.5,474.5,ENSMUSP00000002133,0.0,ENSMUSP00000002133,0.0
334,ENSMUSP00000002198,ENSMUST00000002198,314,277,516,382,2767.7,2708.5,2755.0,2640.5,2472.8,2207.8,ENSMUSP00000002198,44.5,ENSMUSP00000002198,36.0
337,ENSMUSP00000002275,ENSMUST00000002275,58,40,41,41,122.5,123.9,121.4,79.6,63.3,63.8,ENSMUSP00000002275,41.0,ENSMUSP00000002275,62.5
338,ENSMUSP00000002280,ENSMUST00000002280,27,38,47,29,149.2,145.0,150.8,145.0,129.6,107.6,ENSMUSP00000002280,45.0,ENSMUSP00000002280,20.0
339,ENSMUSP00000002284,ENSMUST00000002284,89,59,207,162,124.5,107.6,123.5,139.8,148.4,129.6,ENSMUSP00000002284,28.0,ENSMUSP00000002284,48.5
340,ENSMUSP00000002289,ENSMUST00000002289,36,32,46,47,784.5,773.6,803.2,802.6,733.1,646.9,ENSMUSP00000002289,21.0,ENSMUSP00000002289,30.5
341,ENSMUSP00000002291,ENSMUST00000002291,25,23,51,34,209.4,200.0,213.3,191.4,173.4,159.2,ENSMUSP00000002291,109.5,ENSMUSP00000002291,113.0
342,ENSMUSP00000002292,ENSMUST00000002292,31,44,48,32,189.8,190.2,206.1,171.2,161.7,153.9,ENSMUSP00000002292,22.0,ENSMUSP00000002292,69.0
345,ENSMUSP00000002303,ENSMUST00000002303,275,250,411,344,581.2,520.1,585.9,476.6,498.5,388.0,ENSMUSP00000002303,0.0,ENSMUSP00000002303,11.5
349,ENSMUSP00000002320,ENSMUST00000002320,21,19,31,22,89.8,72.9,74.2,80.6,75.3,81.1,ENSMUSP00000002320,43.5,ENSMUSP00000002320,50.5
355,ENSMUSP00000002379,ENSMUST00000002379,56,49,59,47,61.9,56.1,60.0,52.2,58.1,55.7,ENSMUSP00000002379,23.0,ENSMUSP00000002379,8.5
359,ENSMUSP00000002397,ENSMUST00000002397,40,40,54,46,266.4,274.1,265.9,233.0,212.7,236.7,ENSMUSP00000002397,27.0,ENSMUSP00000002397,43.5
361,ENSMUSP00000002400,ENSMUST00000002400,40,33,82,53,190.5,200.8,209.4,204.8,200.7,175.4,ENSMUSP00000002400,10.5,ENSMUSP00000002400,28.5
362,ENSMUSP00000002403,ENSMUST00000002403,52,53,83,73,1221.4,1150.5,1228.5,1219.1,1106.0,974.6,ENSMUSP00000002403,19.5,ENSMUSP00000002403,20.5
364,ENSMUSP00000002413,ENSMUST00000002413,72,66,98,63,141.6,106.6,109.9,106.1,133.7,119.1,ENSMUSP00000002413,15.5,ENSMUSP00000002413,17.5
365,ENSMUSP00000002418,ENSMUST00000002418,53,41,78,61,36.3,33.5,32.3,32.8,35.4,31.6,ENSMUSP00000002418,1.5,ENSMUSP00000002418,12.0
366,ENSMUSP00000002436,ENSMUST00000002436,163,138,259,228,1151.1,1124.8,1152.7,1206.6,1088.3,996.1,ENSMUSP00000002436,39.5,ENSMUSP00000002436,87.0
369,ENSMUSP00000002452,ENSMUST00000002452,93,74,139,97,85.7,91.9,85.9,84.8,102.8,77.0,ENSMUSP00000002452,8.0,ENSMUSP00000002452,15.5
372,ENSMUSP00000002466,ENSMUST00000002466,5,1,5,5,13.6,13.9,14.0,14.4,10.4,9.7,ENSMUSP00000002466,39.0,ENSMUSP00000002466,28.5
374,ENSMUSP00000002473,ENSMUST00000002473,65,61,116,116,140.6,140.2,144.2,163.3,151.5,122.9,ENSMUSP00000002473,25.5,ENSMUSP00000002473,46.5
375,ENSMUSP00000002487,ENSMUST00000002487,15,15,45,37,106.9,116.6,116.4,141.0,118.9,116.3,ENSMUSP00000002487,121.5,ENSMUSP00000002487,78.0
383,ENSMUSP00000002551,ENSMUST00000002551,164,155,263,214,159.1,162.2,153.7,143.3,139.1,120.1,ENSMUSP00000002551,15.0,ENSMUSP00000002551,16.0
384,ENSMUSP00000002572,ENSMUST00000002572,15,17,35,39,162.9,159.8,157.9,204.6,183.0,184.2,ENSMUSP00000002572,57.5,ENSMUSP00000002572,15.0
386,ENSMUSP00000002599,ENSMUST00000002599,418,349,608,519,2843.6,2794.7,2800.8,2715.8,2552.1,2273.3,ENSMUSP00000002599,31.0,ENSMUSP00000002599,23.0
387,ENSMUSP00000002603,ENSMUST00000002603,42,35,64,56,1414.0,1371.7,1379.9,1394.6,1334.1,1253.7,ENSMUSP00000002603,268.5,ENSMUSP00000002603,0.0
388,ENSMUSP00000002625,ENSMUST00000002625,9,9,9,8,324.8,286.4,343.9,246.5,251.3,209.6,ENSMUSP00000002625,32.5,ENSMUSP00000002625,13.0
390,ENSMUSP00000002655,ENSMUST00000002655,88,78,125,119,358.9,335.4,320.8,298.3,316.0,263.0,ENSMUSP00000002655,7.5,,0.0
392,ENSMUSP00000002677,ENSMUST00000002677,306,244,418,341,687.8,675.3,689.1,590.3,559.7,514.7,ENSMUSP00000002677,41.0,ENSMUSP00000002677,0.0
394,ENSMUSP00000002683,ENSMUST00000002683,54,45,87,73,178.2,193.0,194.9,187.7,177.3,154.2,ENSMUSP00000002683,25.0,ENSMUSP00000002683,0.0
395,ENSMUSP00000002699,ENSMUST00000002699,107,117,303,263,988.0,872.7,910.4,895.8,900.0,798.3,ENSMUSP00000002699,48.5,ENSMUSP00000002699,58.5
397,ENSMUSP00000002710,ENSMUST00000002710,55,48,98,75,225.1,215.3,219.8,229.6,240.4,213.0,ENSMUSP00000002710,35.0,ENSMUSP00000002710,63.5
398,ENSMUSP00000002733,ENSMUST00000002733,356,328,584,538,952.5,960.0,980.0,991.3,850.6,763.6,ENSMUSP00000002733,26.5,ENSMUSP00000002733,13.0
