Unnamed: 0,protein_id_x,transcript_id,rNC1,rNC2,rKD1,rKD2,NC1,NC2,NC3,KD1,KD2,KD3,protein_id_y,High_Pause_Countsc18nc,protein_id,High_Pause_Countsc18ko
4521,ENSMUSP00000028162,ENSMUST00000028162,34,30,53,41,507.3,487.0,512.0,430.4,394.3,350.1,ENSMUSP00000028162,31.5,ENSMUSP00000028162,23.5
4523,ENSMUSP00000028167,ENSMUST00000028167,167,128,219,171,2160.9,2155.3,2198.3,2007.6,1893.5,1694.3,ENSMUSP00000028167,40.0,ENSMUSP00000028167,154.0
4533,ENSMUSP00000028199,ENSMUST00000028199,118,96,165,143,334.5,345.3,329.3,370.1,335.5,298.7,ENSMUSP00000028199,23.0,ENSMUSP00000028199,54.0
4534,ENSMUSP00000028200,ENSMUST00000028200,71,63,126,93,257.2,235.0,239.5,286.1,270.1,237.5,ENSMUSP00000028200,23.0,ENSMUSP00000028200,9.0
4535,ENSMUSP00000028205,ENSMUST00000028205,57,46,90,74,804.7,761.8,806.5,811.9,742.1,680.5,ENSMUSP00000028205,27.0,ENSMUSP00000028205,19.5
4543,ENSMUSP00000028225,ENSMUST00000028225,133,123,215,171,1331.3,1205.4,1269.4,1193.9,1196.4,1064.7,ENSMUSP00000028225,43.5,ENSMUSP00000028225,112.5
4544,ENSMUSP00000028229,ENSMUST00000028229,71,69,145,101,157.1,164.8,152.0,148.2,126.5,121.7,ENSMUSP00000028229,110.0,ENSMUSP00000028229,167.0
4550,ENSMUSP00000028238,ENSMUST00000028238,238,205,340,277,1248.9,1188.4,1176.0,1147.1,1175.1,989.5,ENSMUSP00000028238,10.5,ENSMUSP00000028238,34.0
4552,ENSMUSP00000028241,ENSMUST00000028241,88,68,103,77,274.2,267.7,272.8,276.7,261.1,239.0,ENSMUSP00000028241,14.5,ENSMUSP00000028241,52.5
4555,ENSMUSP00000028250,ENSMUST00000028250,44,39,54,51,264.4,281.5,290.4,268.0,241.6,223.6,ENSMUSP00000028250,18.5,ENSMUSP00000028250,38.0
4559,ENSMUSP00000028257,ENSMUST00000028257,45,34,52,36,208.0,200.6,212.5,143.3,119.7,102.8,ENSMUSP00000028257,11.0,ENSMUSP00000028257,0.0
4560,ENSMUSP00000028259,ENSMUST00000028259,374,305,632,461,1464.6,1449.0,1465.8,1845.0,1735.7,1498.2,ENSMUSP00000028259,43.5,ENSMUSP00000028259,131.0
4561,ENSMUSP00000028278,ENSMUST00000028278,321,281,498,427,1815.6,1780.5,1757.8,1959.6,1973.7,1797.9,ENSMUSP00000028278,14.5,ENSMUSP00000028278,23.5
4562,ENSMUSP00000028279,ENSMUST00000028279,89,57,114,98,510.0,450.0,468.2,434.4,403.5,397.2,ENSMUSP00000028279,55.5,ENSMUSP00000028279,120.0
4563,ENSMUSP00000028280,ENSMUST00000028280,137,132,170,135,60.8,61.3,57.2,55.4,47.3,49.8,ENSMUSP00000028280,37.5,ENSMUSP00000028280,111.0
4566,ENSMUSP00000028286,ENSMUST00000028286,10,5,13,15,76.1,86.2,79.0,88.8,90.0,76.3,ENSMUSP00000028286,43.0,ENSMUSP00000028286,0.0
4585,ENSMUSP00000028332,ENSMUST00000028332,73,56,85,61,130.5,121.8,122.4,133.9,122.6,120.2,ENSMUSP00000028332,32.0,ENSMUSP00000028332,29.5
4590,ENSMUSP00000028341,ENSMUST00000028341,158,129,233,197,1014.5,1058.5,1071.7,990.3,918.6,897.4,ENSMUSP00000028341,49.5,ENSMUSP00000028341,0.0
4591,ENSMUSP00000028342,ENSMUST00000028342,90,88,135,116,194.2,214.5,209.0,247.8,216.7,197.0,ENSMUSP00000028342,10.0,ENSMUSP00000028342,0.0
4595,ENSMUSP00000028349,ENSMUST00000028349,25,24,31,23,115.1,131.5,126.5,121.3,100.3,92.3,ENSMUSP00000028349,36.0,ENSMUSP00000028349,50.5
4597,ENSMUSP00000028351,ENSMUST00000028351,48,32,47,40,15.5,16.6,22.8,19.7,21.5,18.6,ENSMUSP00000028351,45.0,ENSMUSP00000028351,77.0
4601,ENSMUSP00000028361,ENSMUST00000028361,0,0,0,1,22.2,19.1,22.1,23.0,21.2,19.0,,0.0,ENSMUSP00000028361,27.0
4602,ENSMUSP00000028362,ENSMUST00000028362,184,163,440,336,1069.2,998.7,1049.0,1095.3,1117.3,954.9,ENSMUSP00000028362,97.5,ENSMUSP00000028362,358.5
4604,ENSMUSP00000028368,ENSMUST00000028368,25,22,38,28,61.5,56.4,68.2,65.3,64.1,58.0,ENSMUSP00000028368,24.0,ENSMUSP00000028368,96.5
4608,ENSMUSP00000028382,ENSMUST00000028382,2,1,1,0,541.4,537.1,589.5,602.7,534.8,491.2,ENSMUSP00000028382,15.0,ENSMUSP00000028382,19.0
4612,ENSMUSP00000028392,ENSMUST00000028392,312,289,645,536,1827.8,1811.9,1904.5,2040.2,1900.7,1701.9,ENSMUSP00000028392,69.0,ENSMUSP00000028392,118.5
4615,ENSMUSP00000028408,ENSMUST00000028408,465,376,628,545,1277.8,1241.5,1262.3,1050.7,1022.5,884.3,ENSMUSP00000028408,22.5,ENSMUSP00000028408,25.0
4625,ENSMUSP00000028475,ENSMUST00000028475,78,69,143,120,301.5,304.8,299.7,294.9,264.6,264.6,ENSMUSP00000028475,39.5,ENSMUSP00000028475,89.0
4628,ENSMUSP00000028499,ENSMUST00000028499,628,521,868,766,1787.9,1653.0,1684.9,1576.8,1512.1,1357.9,ENSMUSP00000028499,25.5,ENSMUSP00000028499,19.0
4629,ENSMUSP00000028509,ENSMUST00000028509,114,91,144,117,1051.6,1031.7,1054.9,934.1,881.0,773.7,ENSMUSP00000028509,36.5,ENSMUSP00000028509,68.0
4630,ENSMUSP00000028511,ENSMUST00000028511,146,106,201,168,450.7,468.5,420.5,453.6,435.4,392.3,ENSMUSP00000028511,15.5,ENSMUSP00000028511,14.0
4632,ENSMUSP00000028517,ENSMUST00000028517,435,373,606,507,2952.9,2900.9,2959.7,2687.4,2490.4,2162.6,ENSMUSP00000028517,17.5,ENSMUSP00000028517,16.0
4639,ENSMUSP00000028551,ENSMUST00000028551,92,91,151,123,357.2,353.6,360.5,382.3,349.0,331.5,ENSMUSP00000028551,2.5,ENSMUSP00000028551,15.0
4641,ENSMUSP00000028553,ENSMUST00000028553,73,59,85,70,299.6,238.7,210.2,227.5,187.6,178.8,ENSMUSP00000028553,12.0,ENSMUSP00000028553,6.0
4642,ENSMUSP00000028554,ENSMUST00000028554,29,32,40,39,414.8,434.4,411.7,367.5,347.8,303.0,ENSMUSP00000028554,46.0,ENSMUSP00000028554,70.5
4644,ENSMUSP00000028583,ENSMUST00000028583,163,137,265,229,242.9,278.9,268.0,273.8,235.7,200.1,ENSMUSP00000028583,1.0,ENSMUSP00000028583,15.5
4645,ENSMUSP00000028584,ENSMUST00000028584,69,48,104,79,478.4,444.2,468.6,435.0,416.8,352.1,ENSMUSP00000028584,20.0,ENSMUSP00000028584,10.0
4647,ENSMUSP00000028592,ENSMUST00000028592,189,163,297,215,934.4,705.5,847.5,690.0,768.1,592.8,ENSMUSP00000028592,36.0,ENSMUSP00000028592,45.5
4649,ENSMUSP00000028595,ENSMUST00000028595,66,50,120,69,49.6,50.4,51.7,57.5,66.4,50.8,ENSMUSP00000028595,48.0,ENSMUSP00000028595,64.5
4651,ENSMUSP00000028599,ENSMUST00000028599,196,168,363,269,1258.5,1257.8,1260.6,1267.9,1198.9,1089.3,ENSMUSP00000028599,36.5,ENSMUSP00000028599,115.0
4653,ENSMUSP00000028603,ENSMUST00000028603,153,118,222,164,366.3,371.4,369.6,285.1,287.7,252.1,ENSMUSP00000028603,32.0,ENSMUSP00000028603,50.5
4654,ENSMUSP00000028607,ENSMUST00000028607,1033,832,1711,1411,1929.9,1692.1,1770.0,1835.8,1744.4,1552.5,ENSMUSP00000028607,7.0,ENSMUSP00000028607,9.5
4655,ENSMUSP00000028608,ENSMUST00000028608,110,95,282,225,2315.3,2203.7,2254.1,2597.7,2419.6,2126.5,ENSMUSP00000028608,71.5,ENSMUSP00000028608,100.5
4657,ENSMUSP00000028610,ENSMUST00000028610,323,274,519,385,2047.0,1903.7,1970.6,1579.2,1487.8,1325.1,ENSMUSP00000028610,14.0,ENSMUSP00000028610,32.5
4659,ENSMUSP00000028617,ENSMUST00000028617,191,165,324,237,1896.4,1916.2,2169.5,1749.5,1587.0,1437.9,ENSMUSP00000028617,39.5,ENSMUSP00000028617,100.5
4660,ENSMUSP00000028619,ENSMUST00000028619,379,336,620,506,1346.9,1223.7,1254.1,1270.8,1269.4,1076.4,ENSMUSP00000028619,16.5,ENSMUSP00000028619,18.0
4661,ENSMUSP00000028623,ENSMUST00000028623,175,147,225,156,123.0,103.8,110.9,100.0,111.3,92.5,ENSMUSP00000028623,38.0,ENSMUSP00000028623,91.0
4662,ENSMUSP00000028624,ENSMUST00000028624,0,0,0,0,34.6,33.0,31.1,32.2,31.1,28.2,,0.0,ENSMUSP00000028624,72.5
4667,ENSMUSP00000028639,ENSMUST00000028639,29,17,32,42,45.8,53.5,51.6,41.7,47.4,36.0,ENSMUSP00000028639,61.5,ENSMUSP00000028639,38.0
4672,ENSMUSP00000028650,ENSMUST00000028650,18,19,28,24,222.1,243.8,234.9,255.1,245.0,238.0,ENSMUSP00000028650,3.5,ENSMUSP00000028650,0.0
4683,ENSMUSP00000028678,ENSMUST00000028678,43,36,72,58,122.9,110.7,108.5,119.4,106.0,97.5,ENSMUSP00000028678,53.5,ENSMUSP00000028678,96.0
4685,ENSMUSP00000028681,ENSMUST00000028681,0,0,0,0,173.4,157.5,169.3,178.1,196.0,157.0,,0.0,ENSMUSP00000028681,82.5
4686,ENSMUSP00000028683,ENSMUST00000028683,2743,2458,3611,3039,11315.4,10738.5,11029.3,10372.0,9804.4,8795.3,ENSMUSP00000028683,8.0,ENSMUSP00000028683,4.5
4688,ENSMUSP00000028691,ENSMUST00000028691,69,77,140,105,817.0,807.7,814.8,848.5,788.6,728.7,ENSMUSP00000028691,39.5,ENSMUSP00000028691,97.5
4690,ENSMUSP00000028696,ENSMUST00000028696,21,17,34,26,45.1,42.1,46.0,47.4,45.8,43.4,ENSMUSP00000028696,23.5,ENSMUSP00000028696,61.0
4694,ENSMUSP00000028726,ENSMUST00000028726,0,1,0,0,134.0,123.8,139.7,131.3,127.1,113.6,,0.0,ENSMUSP00000028726,103.0
4696,ENSMUSP00000028728,ENSMUST00000028728,260,242,482,320,447.7,429.3,455.5,395.5,383.2,336.1,ENSMUSP00000028728,135.0,ENSMUSP00000028728,0.0
4698,ENSMUSP00000028735,ENSMUST00000028735,150,127,257,238,49.7,48.6,56.5,72.1,72.3,61.6,ENSMUSP00000028735,88.0,ENSMUSP00000028735,151.5
4706,ENSMUSP00000028755,ENSMUST00000028755,218,175,345,271,3784.2,3646.1,3696.7,3495.4,3351.0,2912.8,ENSMUSP00000028755,23.5,ENSMUSP00000028755,40.0
4712,ENSMUSP00000028767,ENSMUST00000028767,223,194,328,272,1839.7,1905.1,1909.9,1614.6,1428.1,1300.7,ENSMUSP00000028767,40.5,ENSMUSP00000028767,106.0
4713,ENSMUSP00000028768,ENSMUST00000028768,120,113,261,222,911.4,874.4,892.1,994.9,970.7,899.0,ENSMUSP00000028768,26.5,ENSMUSP00000028768,70.0
4717,ENSMUSP00000028781,ENSMUST00000028781,85,77,114,92,145.5,137.1,145.0,128.0,117.1,97.8,ENSMUSP00000028781,130.5,ENSMUSP00000028781,238.5
4720,ENSMUSP00000028794,ENSMUST00000028794,0,0,0,1,50.5,41.2,48.1,61.2,63.7,49.8,ENSMUSP00000028794,12.0,ENSMUSP00000028794,308.5
4721,ENSMUSP00000028795,ENSMUST00000028795,193,163,302,260,244.6,199.4,225.6,230.6,217.3,198.9,ENSMUSP00000028795,14.5,ENSMUSP00000028795,83.5
4722,ENSMUSP00000028796,ENSMUST00000028796,33,23,69,66,125.5,117.0,121.0,132.7,137.5,126.2,ENSMUSP00000028796,92.0,ENSMUSP00000028796,107.0
4724,ENSMUSP00000028800,ENSMUST00000028800,41,34,43,48,76.6,80.7,82.5,82.2,65.9,57.6,ENSMUSP00000028800,12.5,ENSMUSP00000028800,5.0
4726,ENSMUSP00000028802,ENSMUST00000028802,448,331,700,546,653.7,615.6,649.7,619.0,583.0,517.9,ENSMUSP00000028802,143.0,ENSMUSP00000028802,334.5
4730,ENSMUSP00000028807,ENSMUST00000028807,80,80,101,97,1117.2,1080.0,1083.5,1051.9,993.9,900.1,ENSMUSP00000028807,30.5,ENSMUSP00000028807,13.5
4731,ENSMUSP00000028814,ENSMUST00000028814,10,6,16,16,181.7,165.4,160.3,179.1,160.5,141.4,ENSMUSP00000028814,53.5,ENSMUSP00000028814,57.0
4732,ENSMUSP00000028815,ENSMUST00000028815,55,55,73,48,73.9,72.2,73.2,67.7,66.6,52.6,ENSMUSP00000028815,84.5,ENSMUSP00000028815,52.5
4734,ENSMUSP00000028817,ENSMUST00000028817,192,174,256,226,3578.2,3224.3,3338.2,2875.0,2822.5,2356.6,ENSMUSP00000028817,33.0,ENSMUSP00000028817,32.5
4738,ENSMUSP00000028825,ENSMUST00000028825,198,165,169,141,1091.3,1006.5,1056.9,923.9,920.6,828.3,ENSMUSP00000028825,19.5,ENSMUSP00000028825,75.0
4743,ENSMUSP00000028835,ENSMUST00000028835,30,35,41,40,44.1,40.0,39.7,51.0,54.4,48.9,ENSMUSP00000028835,20.0,ENSMUSP00000028835,58.0
4749,ENSMUSP00000028844,ENSMUST00000028844,260,188,347,284,246.5,259.1,255.0,261.9,254.5,235.5,ENSMUSP00000028844,29.5,ENSMUSP00000028844,64.5
4751,ENSMUSP00000028848,ENSMUST00000028848,12,12,33,26,214.8,259.5,249.5,253.2,230.9,215.0,ENSMUSP00000028848,67.5,ENSMUSP00000028848,36.0
4753,ENSMUSP00000028852,ENSMUST00000028852,43,27,65,78,826.7,722.4,743.4,758.9,746.4,662.6,ENSMUSP00000028852,47.0,ENSMUSP00000028852,61.0
4759,ENSMUSP00000028858,ENSMUST00000028858,305,218,483,388,415.0,377.8,403.2,420.9,408.1,372.2,ENSMUSP00000028858,80.0,ENSMUSP00000028858,209.0
4762,ENSMUSP00000028866,ENSMUST00000028866,88,67,153,114,250.4,221.3,218.6,242.9,198.5,164.5,ENSMUSP00000028866,16.0,ENSMUSP00000028866,40.0
4770,ENSMUSP00000028892,ENSMUST00000028892,294,262,374,288,1819.4,1502.4,1598.9,1615.5,1698.1,1448.1,ENSMUSP00000028892,7.5,ENSMUSP00000028892,37.0
4773,ENSMUSP00000028900,ENSMUST00000028900,191,167,301,230,552.6,530.6,551.8,592.3,557.5,484.6,ENSMUSP00000028900,42.5,ENSMUSP00000028900,118.5
4777,ENSMUSP00000028909,ENSMUST00000028909,340,303,475,437,1807.7,1734.1,1764.0,1947.0,1829.7,1619.1,ENSMUSP00000028909,12.0,ENSMUSP00000028909,0.0
4780,ENSMUSP00000028914,ENSMUST00000028914,113,88,170,148,203.3,162.6,173.4,162.3,151.3,129.3,ENSMUSP00000028914,28.5,ENSMUSP00000028914,59.0
4781,ENSMUSP00000028915,ENSMUST00000028915,61,43,86,43,309.5,285.0,301.9,277.1,286.1,236.4,ENSMUSP00000028915,9.0,ENSMUSP00000028915,35.5
4782,ENSMUSP00000028916,ENSMUST00000028916,269,207,410,333,1770.3,1665.3,1726.0,1496.7,1458.0,1293.5,ENSMUSP00000028916,39.5,ENSMUSP00000028916,117.5
4783,ENSMUSP00000028917,ENSMUST00000028917,53,49,71,62,213.0,218.7,204.8,215.5,214.3,190.2,ENSMUSP00000028917,22.0,ENSMUSP00000028917,32.5
4785,ENSMUSP00000028921,ENSMUST00000028921,649,605,1112,946,2932.1,2838.9,2973.5,2654.3,2531.8,2226.8,ENSMUSP00000028921,25.0,ENSMUSP00000028921,70.5
4787,ENSMUSP00000028928,ENSMUST00000028928,76,70,181,123,40.1,37.8,31.1,31.2,38.7,28.4,ENSMUSP00000028928,75.5,ENSMUSP00000028928,113.0
4794,ENSMUSP00000028938,ENSMUST00000028938,355,302,388,331,103.8,119.2,121.8,87.7,79.8,77.7,ENSMUSP00000028938,0.0,ENSMUSP00000028938,9.0
4796,ENSMUSP00000028948,ENSMUST00000028948,117,92,179,156,505.9,491.9,510.8,492.6,457.1,424.1,ENSMUSP00000028948,5.0,ENSMUSP00000028948,3.5
4801,ENSMUSP00000028963,ENSMUST00000028963,22,17,39,38,60.8,47.3,54.5,46.2,44.6,55.9,ENSMUSP00000028963,26.0,ENSMUSP00000028963,27.0
4802,ENSMUSP00000028964,ENSMUST00000028964,64,54,69,71,486.3,447.3,465.6,442.2,457.6,413.2,ENSMUSP00000028964,18.5,ENSMUSP00000028964,72.0
4806,ENSMUSP00000028972,ENSMUST00000028972,74,62,135,95,195.6,178.3,189.7,213.9,211.0,180.6,ENSMUSP00000028972,9.5,ENSMUSP00000028972,16.5
4807,ENSMUSP00000028977,ENSMUST00000028977,74,54,109,82,913.1,899.5,919.7,935.9,899.2,865.6,ENSMUSP00000028977,75.0,ENSMUSP00000028977,145.5
4808,ENSMUSP00000028981,ENSMUST00000028981,371,299,542,434,2125.2,2061.1,2106.9,2059.8,1895.4,1695.2,ENSMUSP00000028981,9.0,ENSMUSP00000028981,32.5
4811,ENSMUSP00000028984,ENSMUST00000028984,0,0,0,0,71.7,63.1,68.8,63.8,63.7,53.9,,0.0,ENSMUSP00000028984,23.5
4817,ENSMUSP00000028995,ENSMUST00000028995,32,26,36,18,71.8,65.1,65.1,55.0,49.6,46.6,ENSMUSP00000028995,8.0,ENSMUSP00000028995,14.0
4818,ENSMUSP00000028997,ENSMUST00000028997,130,109,267,225,153.5,147.8,156.5,171.2,149.7,134.1,ENSMUSP00000028997,28.0,ENSMUSP00000028997,65.0
4819,ENSMUSP00000028999,ENSMUST00000028999,17,22,30,17,22.3,26.9,23.0,25.4,20.9,20.7,ENSMUSP00000028999,9.0,ENSMUSP00000028999,13.5
4821,ENSMUSP00000029005,ENSMUST00000029005,151,128,219,169,397.2,381.0,387.0,333.6,290.1,261.9,ENSMUSP00000029005,19.0,ENSMUSP00000029005,47.5
4823,ENSMUSP00000029013,ENSMUST00000029013,89,78,138,131,1338.9,1249.3,1345.9,1216.5,1134.8,1003.5,ENSMUSP00000029013,18.5,ENSMUSP00000029013,69.5
4826,ENSMUSP00000029018,ENSMUST00000029018,35,34,129,107,15.1,15.3,14.9,59.9,60.6,46.4,ENSMUSP00000029018,29.0,ENSMUSP00000029018,0.0
4828,ENSMUSP00000029024,ENSMUST00000029024,65,50,104,81,107.5,123.2,125.3,118.7,112.2,100.7,ENSMUSP00000029024,8.0,ENSMUSP00000029024,25.0
4835,ENSMUSP00000029046,ENSMUST00000029046,6,5,3,8,957.7,761.0,889.3,558.2,623.4,478.8,ENSMUSP00000029046,10.5,ENSMUSP00000029046,13.5
4836,ENSMUSP00000029047,ENSMUST00000029047,63,65,100,77,359.6,330.4,336.4,324.2,338.9,296.6,ENSMUSP00000029047,8.0,ENSMUSP00000029047,29.0
4837,ENSMUSP00000029049,ENSMUST00000029049,45,31,46,62,53.8,44.9,56.2,52.7,51.6,46.2,ENSMUSP00000029049,5.5,ENSMUSP00000029049,28.0
4838,ENSMUSP00000029053,ENSMUST00000029053,90,70,141,137,1247.1,1317.9,1241.7,1399.4,1246.5,1164.1,ENSMUSP00000029053,33.5,ENSMUSP00000029053,18.0
4843,ENSMUSP00000029071,ENSMUST00000029071,141,102,224,177,591.2,603.2,616.9,753.7,640.5,567.8,ENSMUSP00000029071,5.5,ENSMUSP00000029071,31.5
4848,ENSMUSP00000029082,ENSMUST00000029082,577,496,775,671,2573.2,2469.2,2518.6,2393.3,2276.6,1997.2,ENSMUSP00000029082,5.5,ENSMUSP00000029082,8.0
4851,ENSMUSP00000029087,ENSMUST00000029087,312,260,572,509,1905.9,1849.4,1866.4,2239.7,2094.1,1862.8,ENSMUSP00000029087,33.0,ENSMUSP00000029087,56.0
4852,ENSMUSP00000029090,ENSMUST00000029090,83,62,130,116,362.3,347.2,351.5,352.5,318.4,277.2,ENSMUSP00000029090,13.5,ENSMUSP00000029090,20.5
4853,ENSMUSP00000029092,ENSMUST00000029092,114,96,188,160,1290.7,1090.0,1181.3,1046.0,1060.4,909.1,ENSMUSP00000029092,31.5,ENSMUSP00000029092,63.0
4854,ENSMUSP00000029105,ENSMUST00000029105,19,19,52,40,65.7,68.0,67.2,77.1,72.1,76.6,ENSMUSP00000029105,74.0,ENSMUSP00000029105,15.0
4856,ENSMUSP00000029116,ENSMUST00000029116,75,67,114,96,118.9,96.3,112.6,93.6,113.7,118.2,ENSMUSP00000029116,33.5,ENSMUSP00000029116,29.0
4857,ENSMUSP00000029120,ENSMUST00000029120,458,415,583,511,2755.0,2765.4,2694.4,2487.7,2268.6,1979.7,ENSMUSP00000029120,17.5,ENSMUSP00000029120,22.0
4859,ENSMUSP00000029125,ENSMUST00000029125,90,66,136,110,187.3,185.0,186.3,185.4,168.3,154.4,ENSMUSP00000029125,21.5,ENSMUSP00000029125,50.0
4860,ENSMUSP00000029126,ENSMUST00000029126,146,113,179,127,731.0,769.8,773.3,654.4,581.1,551.5,ENSMUSP00000029126,60.5,ENSMUSP00000029126,179.5
4861,ENSMUSP00000029128,ENSMUST00000029128,110,87,111,95,34.7,32.7,38.6,31.8,30.5,27.5,ENSMUSP00000029128,8.0,ENSMUSP00000029128,5.0
4867,ENSMUSP00000029140,ENSMUST00000029140,166,142,231,182,87.2,96.0,93.9,65.3,51.7,47.1,ENSMUSP00000029140,10.5,ENSMUSP00000029140,24.0
4869,ENSMUSP00000029142,ENSMUST00000029142,255,181,373,307,823.5,619.2,730.8,672.2,737.1,554.8,ENSMUSP00000029142,3.0,ENSMUSP00000029142,8.5
4871,ENSMUSP00000029147,ENSMUST00000029147,50,44,63,45,584.5,560.1,566.8,596.3,576.8,499.3,ENSMUSP00000029147,40.0,ENSMUSP00000029147,16.5
4874,ENSMUSP00000029158,ENSMUST00000029158,26,14,59,26,92.9,90.0,91.9,89.5,89.2,73.9,ENSMUSP00000029158,40.0,ENSMUSP00000029158,0.0
4877,ENSMUSP00000029170,ENSMUST00000029170,158,154,259,192,373.4,325.0,331.9,298.8,313.7,264.4,ENSMUSP00000029170,46.0,ENSMUSP00000029170,0.0
4881,ENSMUSP00000029178,ENSMUST00000029178,110,83,209,174,958.6,932.7,970.7,1018.1,933.5,846.2,ENSMUSP00000029178,48.5,ENSMUSP00000029178,49.0
4882,ENSMUSP00000029179,ENSMUST00000029179,58,51,73,59,143.3,151.2,161.7,177.0,167.0,154.7,ENSMUSP00000029179,111.5,ENSMUSP00000029179,257.0
4883,ENSMUSP00000029180,ENSMUST00000029180,51,48,96,81,666.3,643.7,676.4,731.4,661.5,588.0,ENSMUSP00000029180,28.0,ENSMUSP00000029180,52.0
4890,ENSMUSP00000029201,ENSMUST00000029201,20,24,33,33,32.7,35.7,36.1,33.4,28.3,23.6,ENSMUSP00000029201,143.0,ENSMUSP00000029201,110.0
4892,ENSMUSP00000029208,ENSMUST00000029208,0,0,0,0,11.0,10.4,11.3,12.4,13.2,12.9,ENSMUSP00000029208,6.0,ENSMUSP00000029208,75.0
4894,ENSMUSP00000029214,ENSMUST00000029214,161,127,251,224,1220.4,1046.6,1165.4,967.4,1005.0,799.6,ENSMUSP00000029214,21.0,ENSMUSP00000029214,17.0
4899,ENSMUSP00000029256,ENSMUST00000029256,639,553,772,645,1300.6,1155.5,1236.4,1017.1,1020.8,868.8,ENSMUSP00000029256,4.0,ENSMUSP00000029256,37.0
4900,ENSMUSP00000029257,ENSMUST00000029257,59,39,82,48,67.4,63.3,67.1,69.8,60.1,66.3,ENSMUSP00000029257,174.0,ENSMUSP00000029257,178.5
4901,ENSMUSP00000029259,ENSMUST00000029259,69,59,81,58,345.1,337.0,351.5,336.0,339.6,305.9,ENSMUSP00000029259,48.0,ENSMUSP00000029259,73.5
4902,ENSMUSP00000029266,ENSMUST00000029266,550,456,724,647,3308.7,3136.4,3120.8,2938.1,2866.7,2483.4,ENSMUSP00000029266,0.0,ENSMUSP00000029266,5.0
4904,ENSMUSP00000029269,ENSMUST00000029269,208,176,334,290,804.1,741.6,755.7,747.8,699.1,639.7,ENSMUSP00000029269,23.5,ENSMUSP00000029269,107.5
4905,ENSMUSP00000029270,ENSMUST00000029270,264,233,376,311,146.8,134.0,136.5,109.8,109.5,92.2,ENSMUSP00000029270,16.5,ENSMUSP00000029270,31.5
4911,ENSMUSP00000029297,ENSMUST00000029297,111,81,189,147,109.1,97.3,94.2,225.0,223.5,177.5,ENSMUSP00000029297,34.0,ENSMUSP00000029297,59.0
4912,ENSMUSP00000029303,ENSMUST00000029303,296,242,776,598,3104.0,2820.5,2967.9,3618.6,3505.9,3049.0,ENSMUSP00000029303,43.5,ENSMUSP00000029303,0.0
4913,ENSMUSP00000029307,ENSMUST00000029307,0,0,0,0,52.5,53.5,61.5,77.8,51.1,54.5,,0.0,ENSMUSP00000029307,33.0
4916,ENSMUSP00000029316,ENSMUST00000029316,213,173,311,257,757.9,672.9,714.4,728.1,728.0,657.1,ENSMUSP00000029316,10.0,ENSMUSP00000029316,3.0
4920,ENSMUSP00000029336,ENSMUST00000029336,329,260,500,457,1102.0,1065.4,1063.2,1093.9,1057.6,981.1,ENSMUSP00000029336,69.5,ENSMUSP00000029336,206.0
4921,ENSMUSP00000029344,ENSMUST00000029344,269,246,349,317,201.2,175.7,191.0,215.8,207.9,178.8,ENSMUSP00000029344,19.0,ENSMUSP00000029344,36.0
4925,ENSMUSP00000029353,ENSMUST00000029353,295,222,439,353,165.5,158.2,151.5,145.1,137.1,118.6,ENSMUSP00000029353,44.0,ENSMUSP00000029353,31.0
4926,ENSMUSP00000029355,ENSMUST00000029355,15,16,57,41,155.4,140.5,161.9,137.4,153.4,120.2,ENSMUSP00000029355,78.0,ENSMUSP00000029355,72.5
4927,ENSMUSP00000029358,ENSMUST00000029358,232,210,365,292,211.4,207.6,221.8,260.3,257.8,247.6,ENSMUSP00000029358,21.0,ENSMUSP00000029358,34.5
4932,ENSMUSP00000029374,ENSMUST00000029374,57,37,83,50,175.0,173.8,179.8,161.0,142.1,131.4,ENSMUSP00000029374,365.5,ENSMUSP00000029374,626.5
4936,ENSMUSP00000029382,ENSMUST00000029382,45,68,129,118,3679.5,3360.1,3459.9,3878.4,3758.5,3254.7,ENSMUSP00000029382,38.0,ENSMUSP00000029382,0.0
4938,ENSMUSP00000029386,ENSMUST00000029386,151,126,258,183,1151.4,1107.2,1152.3,1148.3,1063.6,945.1,ENSMUSP00000029386,27.0,ENSMUSP00000029386,6.0
4939,ENSMUSP00000029387,ENSMUST00000029387,218,165,275,203,1420.1,1448.9,1479.5,1178.0,1077.6,950.9,ENSMUSP00000029387,33.0,ENSMUSP00000029387,82.0
4942,ENSMUSP00000029400,ENSMUST00000029400,113,100,214,162,368.7,323.0,391.2,294.4,330.4,246.9,ENSMUSP00000029400,49.5,ENSMUSP00000029400,133.5
4943,ENSMUSP00000029402,ENSMUST00000029402,43,31,75,70,360.5,339.2,331.5,348.1,340.2,314.9,ENSMUSP00000029402,28.0,ENSMUSP00000029402,25.5
4945,ENSMUSP00000029405,ENSMUST00000029405,333,289,553,485,4321.8,3903.1,4164.0,4016.2,4014.1,3473.9,ENSMUSP00000029405,42.5,ENSMUSP00000029405,61.0
4947,ENSMUSP00000029414,ENSMUST00000029414,398,340,541,391,599.3,598.5,593.6,580.4,524.6,507.7,ENSMUSP00000029414,20.0,ENSMUSP00000029414,16.0
4948,ENSMUSP00000029416,ENSMUST00000029416,50,57,99,75,171.5,144.5,154.0,167.0,177.8,162.0,ENSMUSP00000029416,44.0,ENSMUSP00000029416,32.5
