protein_id,High_Pause_Counts,transcript_id_x
ENSP00000357838.5,18,ENST00000368845.6
ENSP00000357844.4,30,ENST00000368851.10
ENSP00000357858.4,12,ENST00000368865.9
ENSP00000357869.2,41,ENST00000368875.6
ENSP00000357873.3,16,ENST00000358776.7
ENSP00000357879.4,11,ENST00000368884.8
ENSP00000357901.4,0,ENST00000368905.9
ENSP00000357904.5,22,ENST00000368908.10
ENSP00000357914.3,13,ENST00000368918.8
ENSP00000357917.3,9,ENST00000368921.5
ENSP00000357927.3,37,ENST00000368931.8
ENSP00000357950.5,18,ENST00000368954.10
ENSP00000357973.3,34,ENST00000368977.9
ENSP00000357998.4,19,ENST00000369002.9
ENSP00000358001.1,577,ENST00000369005.6
ENSP00000358012.4,17,ENST00000369016.8
ENSP00000358019.3,15,ENST00000369023.8
ENSP00000358033.4,26,ENST00000369037.9
ENSP00000358038.1,68,ENST00000369042.6
ENSP00000358042.4,48,ENST00000369046.8
ENSP00000358059.3,34,ENST00000369063.8
ENSP00000358060.3,33,ENST00000369064.8
ENSP00000358064.4,48,ENST00000369068.5
ENSP00000358071.3,32,ENST00000369075.8
ENSP00000358072.3,19,ENST00000369076.8
ENSP00000358081.4,18,ENST00000369085.8
ENSP00000358089.2,10,ENST00000369093.6
ENSP00000358099.2,6,ENST00000369103.3
ENSP00000358105.3,8,ENST00000369109.8
ENSP00000358120.4,23,ENST00000369124.5
ENSP00000358140.3,9,ENST00000369144.8
ENSP00000358147.2,34,ENST00000369151.8
ENSP00000358148.5,6,ENST00000369152.6
ENSP00000358151.2,15,ENST00000369155.3
ENSP00000358159.2,107,ENST00000369162.7
ENSP00000358183.4,4,ENST00000369183.9
ENSP00000358200.3,45,ENST00000369199.5
ENSP00000358207.4,75,ENST00000369206.6
ENSP00000358211.3,38,ENST00000369209.8
ENSP00000358262.4,44,ENST00000369258.8
ENSP00000358272.4,5,ENST00000316149.8
ENSP00000358283.4,17,ENST00000369278.5
ENSP00000358293.3,28,ENST00000369287.8
ENSP00000358307.3,30,ENST00000369301.3
ENSP00000358309.4,30,ENST00000369303.9
ENSP00000358312.3,8,ENST00000369306.8
ENSP00000358335.3,33,ENST00000369329.8
ENSP00000358374.3,36,ENST00000369367.8
ENSP00000358400.3,144,ENST00000369393.8
ENSP00000358423.4,43,ENST00000369415.9
ENSP00000358451.4,29,ENST00000369443.10
ENSP00000358466.3,5,ENST00000369454.4
ENSP00000358474.1,9,ENST00000369462.5
ENSP00000358478.3,39,ENST00000369466.9
ENSP00000358497.4,31,ENST00000369485.9
ENSP00000358498.4,71,ENST00000369486.8
ENSP00000358501.5,29,ENST00000369489.10
ENSP00000358510.3,12,ENST00000369498.8
ENSP00000358522.1,30,ENST00000369509.1
ENSP00000358532.3,73,ENST00000369519.4
ENSP00000358547.3,10,ENST00000369534.8
ENSP00000358548.4,0,ENST00000369535.5
ENSP00000358554.3,4,ENST00000369541.4
ENSP00000358560.2,66,ENST00000369547.6
ENSP00000358563.5,0,ENST00000369550.10
ENSP00000358565.4,19,ENST00000369552.9
ENSP00000358590.3,188,ENST00000369577.8
ENSP00000358616.4,0,ENST00000369603.10
ENSP00000358633.2,0,ENST00000369620.6
ENSP00000358659.1,38,ENST00000369645.5
ENSP00000358674.4,7,ENST00000369660.9
ENSP00000358695.3,51,ENST00000369681.10
ENSP00000358716.4,29,ENST00000369702.5
ENSP00000358719.3,11,ENST00000369705.4
ENSP00000358727.5,11,ENST00000369713.10
ENSP00000358737.3,26,ENST00000369722.8
ENSP00000358739.3,11,ENST00000369724.5
ENSP00000358747.3,48,ENST00000369732.4
ENSP00000358762.3,19,ENST00000369747.8
ENSP00000358777.2,14,ENST00000369762.7
ENSP00000358810.3,21,ENST00000369795.8
ENSP00000358813.2,26,ENST00000369798.7
ENSP00000358814.5,20,ENST00000369799.10
ENSP00000358830.1,8,ENST00000369815.6
ENSP00000358831.4,29,ENST00000369816.5
ENSP00000358832.2,14,ENST00000369817.7
ENSP00000358846.2,32,ENST00000369831.6
ENSP00000358851.4,37,ENST00000369836.9
ENSP00000358853.4,0,ENST00000369838.6
ENSP00000358854.3,24,ENST00000369839.4
ENSP00000358855.3,33,ENST00000369840.7
ENSP00000358862.3,20,ENST00000369847.4
ENSP00000358866.3,33,ENST00000369850.10
ENSP00000358867.4,11,ENST00000369851.7
ENSP00000358872.4,33,ENST00000369856.8
ENSP00000358894.3,44,ENST00000369878.9
ENSP00000358899.3,23,ENST00000369883.3
ENSP00000358904.1,23,ENST00000369888.6
ENSP00000358909.4,20,ENST00000369893.10
ENSP00000358918.4,18,ENST00000369902.8
ENSP00000358921.4,7,ENST00000369905.9
ENSP00000358939.4,14,ENST00000369923.4
ENSP00000358953.4,3,ENST00000369937.5
ENSP00000358997.3,39,ENST00000369980.8
ENSP00000359001.4,50,ENST00000369984.4
ENSP00000359025.3,29,ENST00000370008.4
ENSP00000359042.4,1,ENST00000370025.9
ENSP00000359050.4,41,ENST00000370033.9
ENSP00000359094.1,23,ENST00000370077.2
ENSP00000359095.1,13,ENST00000370078.2
ENSP00000359104.1,0,ENST00000370087.5
ENSP00000359106.2,5,ENST00000370089.6
ENSP00000359128.5,0,ENST00000370110.5
ENSP00000359130.4,13,ENST00000370112.8
ENSP00000359131.3,12,ENST00000370113.7
ENSP00000359146.4,14,ENST00000370128.9
ENSP00000359149.3,47,ENST00000331272.9
ENSP00000359160.2,34,ENST00000370141.7
ENSP00000359170.4,0,ENST00000370151.9
ENSP00000359182.3,7,ENST00000370163.7
ENSP00000359188.1,30,ENST00000370169.5
ENSP00000359206.3,32,ENST00000370187.8
ENSP00000359225.4,0,ENST00000370206.9
ENSP00000359230.6,41,ENST00000370211.10
ENSP00000359233.4,4,ENST00000370214.9
ENSP00000359243.3,21,ENST00000370223.7
ENSP00000359256.1,7,ENST00000370236.5
ENSP00000359258.3,13,ENST00000370238.8
ENSP00000359290.1,0,ENST00000370267.1
ENSP00000359300.3,0,ENST00000370277.5
ENSP00000359305.3,3,ENST00000370282.8
ENSP00000359306.4,9,ENST00000370283.9
ENSP00000359321.4,17,ENST00000370298.9
ENSP00000359333.4,24,ENST00000370310.5
ENSP00000359345.2,27,ENST00000370321.8
ENSP00000359364.3,22,ENST00000370339.8
ENSP00000359380.2,11,ENST00000370355.3
ENSP00000359385.3,14,ENST00000370360.8
ENSP00000359393.3,14,ENST00000325307.12
ENSP00000359398.2,16,ENST00000370372.7
ENSP00000359410.4,60,ENST00000370383.5
ENSP00000359424.6,33,ENST00000370397.8
ENSP00000359469.1,34,ENST00000370440.5
ENSP00000359483.4,66,ENST00000370454.9
ENSP00000359484.3,11,ENST00000370455.8
ENSP00000359505.3,1,ENST00000370474.4
ENSP00000359507.5,8,ENST00000370476.10
ENSP00000359510.4,113,ENST00000370479.7
ENSP00000359518.3,2,ENST00000370487.5
ENSP00000359526.4,12,ENST00000370495.6
ENSP00000359531.5,0,ENST00000370500.10
ENSP00000359539.5,15,ENST00000370508.7
ENSP00000359552.3,19,ENST00000370521.8
ENSP00000359575.4,11,ENST00000370544.10
ENSP00000359581.4,36,ENST00000370550.10
ENSP00000359606.3,10,ENST00000370574.4
ENSP00000359621.1,30,ENST00000370589.7
ENSP00000359645.3,38,ENST00000320676.11
ENSP00000359665.3,43,ENST00000370631.3
ENSP00000359679.4,11,ENST00000370645.9
ENSP00000359688.5,8,ENST00000370654.6
ENSP00000359703.1,13,ENST00000370669.5
ENSP00000359723.2,0,ENST00000370689.6
ENSP00000359727.4,0,ENST00000370693.5
ENSP00000359740.4,25,ENST00000370706.9
ENSP00000359760.1,93,ENST00000370725.5
ENSP00000359799.5,25,ENST00000370763.6
ENSP00000359804.2,14,ENST00000370768.7
ENSP00000359813.1,0,ENST00000370777.1
ENSP00000359818.1,46,ENST00000370782.6
ENSP00000359829.1,36,ENST00000370793.5
ENSP00000359837.3,59,ENST00000370801.8
ENSP00000359848.3,6,ENST00000370812.8
ENSP00000359864.3,12,ENST00000370828.4
ENSP00000359870.3,12,ENST00000370833.6
ENSP00000359871.5,11,ENST00000370834.9
ENSP00000359904.3,13,ENST00000370867.8
ENSP00000359910.4,0,ENST00000370873.9
ENSP00000359911.1,6,ENST00000370874.2
ENSP00000359925.1,33,ENST00000370888.6
ENSP00000359935.4,42,ENST00000370898.9
ENSP00000359939.3,2,ENST00000370902.8
ENSP00000359956.5,8,ENST00000370918.8
ENSP00000359976.3,5,ENST00000370938.8
ENSP00000359982.4,31,ENST00000370944.9
ENSP00000359990.3,25,ENST00000370952.4
ENSP00000359998.1,9,ENST00000370959.1
ENSP00000360017.4,19,ENST00000370978.9
ENSP00000360021.3,0,ENST00000370982.4
ENSP00000360031.4,6,ENST00000370992.9
ENSP00000360034.2,27,ENST00000370995.6
ENSP00000360035.3,30,ENST00000370996.5
ENSP00000360108.4,55,ENST00000371069.5
ENSP00000360125.3,11,ENST00000371084.8
ENSP00000360126.3,12,ENST00000371085.8
ENSP00000360129.4,60,ENST00000371088.5
ENSP00000360133.3,0,ENST00000371092.7
ENSP00000360154.4,13,ENST00000371113.9
ENSP00000360162.4,1,ENST00000371121.5
ENSP00000360184.4,20,ENST00000371142.9
ENSP00000360187.4,17,ENST00000371145.8
ENSP00000360188.1,17,ENST00000371146.5
ENSP00000360231.3,23,ENST00000371189.8
ENSP00000360247.3,104,ENST00000371204.4
ENSP00000360252.3,16,ENST00000371208.5
ENSP00000360265.3,11,ENST00000371221.3
ENSP00000360268.2,11,ENST00000371224.7
ENSP00000360270.3,36,ENST00000371226.8
ENSP00000360286.2,12,ENST00000371242.6
ENSP00000360290.4,10,ENST00000371244.9
ENSP00000360296.3,44,ENST00000371250.4
ENSP00000360305.3,12,ENST00000329399.7
ENSP00000360327.3,46,ENST00000371279.4
ENSP00000360329.3,22,ENST00000371281.4
ENSP00000360367.5,14,ENST00000371317.10
ENSP00000360382.1,15,ENST00000371331.1
ENSP00000360386.4,15,ENST00000371335.4
ENSP00000360412.3,14,ENST00000371361.3
ENSP00000360464.3,6,ENST00000371410.5
ENSP00000360473.2,0,ENST00000371419.7
ENSP00000360475.4,24,ENST00000371421.9
ENSP00000360483.3,26,ENST00000371429.4
ENSP00000360488.3,6,ENST00000359204.5
ENSP00000360497.2,0,ENST00000371442.4
ENSP00000360498.5,0,ENST00000371443.6
ENSP00000360526.2,131,ENST00000371471.7
ENSP00000360532.3,21,ENST00000371477.4
ENSP00000360540.3,5,ENST00000371485.8
ENSP00000360569.3,45,ENST00000371514.8
ENSP00000360593.3,13,ENST00000371538.5
ENSP00000360609.1,27,ENST00000371554.2
ENSP00000360623.3,29,ENST00000371568.8
ENSP00000360640.5,0,ENST00000371584.9
ENSP00000360642.2,21,ENST00000371586.6
ENSP00000360645.4,24,ENST00000371589.9
ENSP00000360647.1,103,ENST00000371591.2
ENSP00000360664.4,0,ENST00000313334.13
ENSP00000360671.4,9,ENST00000317881.9
ENSP00000360672.2,10,ENST00000371610.7
ENSP00000360676.1,0,ENST00000371614.2
ENSP00000360682.3,11,ENST00000371620.4
ENSP00000360683.3,1,ENST00000371621.5
ENSP00000360688.4,26,ENST00000371626.9
ENSP00000360690.3,38,ENST00000371628.8
ENSP00000360718.3,26,ENST00000371655.4
ENSP00000360757.4,25,ENST00000371692.9
ENSP00000360793.3,68,ENST00000371728.8
ENSP00000360803.3,19,ENST00000371738.4
ENSP00000360821.3,19,ENST00000371756.4
ENSP00000360860.4,29,ENST00000371795.5
ENSP00000360869.3,87,ENST00000371804.4
ENSP00000360916.3,73,ENST00000371850.8
ENSP00000360922.2,14,ENST00000371856.7
ENSP00000360939.5,4,ENST00000371873.10
ENSP00000360985.4,118,ENST00000371917.5
ENSP00000361027.3,3,ENST00000371959.9
ENSP00000361047.3,6,ENST00000371979.7
ENSP00000361060.1,61,ENST00000371992.1
ENSP00000361064.4,34,ENST00000371996.9
ENSP00000361066.3,181,ENST00000371998.8
ENSP00000361084.3,1,ENST00000372014.5
ENSP00000361087.3,28,ENST00000372017.4
ENSP00000361138.2,19,ENST00000372068.7
ENSP00000361152.5,0,ENST00000319248.13
ENSP00000361162.5,26,ENST00000372090.6
ENSP00000361169.5,35,ENST00000372097.10
ENSP00000361186.3,5,ENST00000372114.4
ENSP00000361219.4,23,ENST00000372146.5
ENSP00000361245.4,43,ENST00000372172.5
ENSP00000361262.1,15,ENST00000372188.5
ENSP00000361289.4,7,ENST00000372215.5
ENSP00000361298.4,0,ENST00000372224.9
ENSP00000361302.3,35,ENST00000372228.9
ENSP00000361305.3,17,ENST00000372231.7
ENSP00000361306.3,22,ENST00000372232.8
ENSP00000361331.2,11,ENST00000372257.7
ENSP00000361355.3,11,ENST00000372281.8
ENSP00000361363.2,16,ENST00000372289.7
ENSP00000361418.3,58,ENST00000372343.8
ENSP00000361423.2,71,ENST00000372348.7
ENSP00000361446.3,37,ENST00000372371.8
ENSP00000361457.4,0,ENST00000372382.8
ENSP00000361471.1,44,ENST00000372394.5
ENSP00000361473.3,154,ENST00000372396.4
ENSP00000361475.3,18,ENST00000372398.6
ENSP00000361483.1,10,ENST00000372406.5
ENSP00000361486.3,48,ENST00000372409.8
ENSP00000361506.3,29,ENST00000372429.8
ENSP00000361511.1,11,ENST00000372434.5
ENSP00000361512.4,13,ENST00000372435.10
ENSP00000361522.5,32,ENST00000372445.9
ENSP00000361524.3,0,ENST00000372447.7
ENSP00000361540.1,5,ENST00000372462.1
ENSP00000361562.3,5,ENST00000372484.8
ENSP00000361580.2,12,ENST00000372502.5
ENSP00000361602.4,29,ENST00000372524.5
ENSP00000361603.4,24,ENST00000372525.7
ENSP00000361608.4,98,ENST00000372530.9
ENSP00000361625.4,13,ENST00000372546.9
ENSP00000361626.3,34,ENST00000321358.12
ENSP00000361628.4,15,ENST00000372548.9
ENSP00000361635.1,40,ENST00000313132.8
ENSP00000361642.3,6,ENST00000372561.4
ENSP00000361658.2,32,ENST00000372577.2
ENSP00000361682.4,55,ENST00000372600.9
ENSP00000361699.1,19,ENST00000372616.1
ENSP00000361705.3,22,ENST00000372622.8
ENSP00000361709.3,0,ENST00000372626.7
ENSP00000361712.4,12,ENST00000372629.4
ENSP00000361725.4,17,ENST00000372642.5
ENSP00000361731.5,24,ENST00000372648.10
ENSP00000361800.2,12,ENST00000372715.7
ENSP00000361803.3,20,ENST00000372718.8
ENSP00000361812.1,17,ENST00000372727.5
ENSP00000361816.4,17,ENST00000372731.8
ENSP00000361845.3,16,ENST00000372759.4
ENSP00000361857.4,121,ENST00000372771.5
ENSP00000361891.3,10,ENST00000372805.8
ENSP00000361892.3,13,ENST00000372806.8
ENSP00000361900.3,4,ENST00000372813.4
ENSP00000361923.5,0,ENST00000372833.6
ENSP00000361926.4,0,ENST00000372836.5
ENSP00000361927.2,3,ENST00000316594.6
ENSP00000361930.3,0,ENST00000372839.7
ENSP00000361932.3,48,ENST00000372841.8
ENSP00000361935.3,26,ENST00000372844.8
ENSP00000361949.3,7,ENST00000372858.8
ENSP00000361967.1,7,ENST00000372876.2
ENSP00000361982.4,7,ENST00000372890.6
ENSP00000361990.1,63,ENST00000372899.6
ENSP00000361993.3,14,ENST00000372902.4
ENSP00000361995.3,12,ENST00000372904.7
ENSP00000362010.4,7,ENST00000372919.8
ENSP00000362027.3,24,ENST00000372936.4
ENSP00000362036.3,9,ENST00000372945.8
ENSP00000362041.4,10,ENST00000372950.6
ENSP00000362060.3,6,ENST00000372969.8
ENSP00000362063.2,12,ENST00000372972.7
ENSP00000362085.1,2,ENST00000372994.2
ENSP00000362092.3,35,ENST00000373001.4
ENSP00000362099.1,9,ENST00000373008.6
ENSP00000362105.4,3,ENST00000373014.5
ENSP00000362107.3,15,ENST00000373016.4
ENSP00000362110.4,29,ENST00000373019.5
ENSP00000362111.4,9,ENST00000373020.9
ENSP00000362117.1,25,ENST00000373026.5
ENSP00000362130.4,16,ENST00000373039.4
ENSP00000362133.4,0,ENST00000373042.5
ENSP00000362135.2,10,ENST00000373044.3
ENSP00000362136.6,29,ENST00000373045.11
ENSP00000362144.3,29,ENST00000373053.7
ENSP00000362146.1,2,ENST00000373055.6
ENSP00000362153.3,0,ENST00000373062.8
ENSP00000362166.2,0,ENST00000373075.6
ENSP00000362208.5,10,ENST00000373116.6
ENSP00000362244.2,41,ENST00000373151.6
ENSP00000362261.3,0,ENST00000373166.8
ENSP00000362268.2,16,ENST00000373173.7
ENSP00000362273.4,17,ENST00000373178.5
ENSP00000362287.3,79,ENST00000373191.9
ENSP00000362308.5,0,ENST00000373212.6
ENSP00000362314.4,0,ENST00000373218.5
ENSP00000362329.2,14,ENST00000373232.8
ENSP00000362330.3,165,ENST00000373233.8
ENSP00000362334.3,7,ENST00000373237.4
ENSP00000362338.4,12,ENST00000373241.9
ENSP00000362344.2,6,ENST00000373247.7
ENSP00000362352.3,0,ENST00000373255.9
ENSP00000362361.4,7,ENST00000373264.5
ENSP00000362372.4,94,ENST00000373275.5
ENSP00000362387.2,10,ENST00000373290.7
ENSP00000362399.3,29,ENST00000373302.8
ENSP00000362409.3,34,ENST00000373312.4
ENSP00000362413.4,0,ENST00000373316.5
ENSP00000362424.4,25,ENST00000373327.5
ENSP00000362441.4,141,ENST00000373344.11
ENSP00000362456.3,9,ENST00000373358.8
ENSP00000362463.3,5,ENST00000373365.5
ENSP00000362481.4,13,ENST00000373383.9
ENSP00000362507.3,5,ENST00000373408.4
ENSP00000362532.4,12,ENST00000373433.9
ENSP00000362540.1,54,ENST00000373441.1
ENSP00000362550.4,26,ENST00000373451.9
ENSP00000362556.1,12,ENST00000373457.1
ENSP00000362576.4,5,ENST00000373477.9
ENSP00000362578.4,12,ENST00000373479.9
ENSP00000362586.4,26,ENST00000373487.8
ENSP00000362590.3,34,ENST00000373491.3
ENSP00000362592.4,34,ENST00000373493.10
ENSP00000362597.1,40,ENST00000373498.5
ENSP00000362638.4,0,ENST00000329421.8
ENSP00000362640.3,52,ENST00000373539.3
ENSP00000362648.4,5,ENST00000373547.9
ENSP00000362649.3,0,ENST00000373548.8
ENSP00000362650.4,59,ENST00000373549.8
ENSP00000362656.4,52,ENST00000373555.9
ENSP00000362664.5,24,ENST00000373563.9
ENSP00000362687.3,65,ENST00000373585.8
ENSP00000362704.5,10,ENST00000373602.10
ENSP00000362711.1,0,ENST00000373609.1
ENSP00000362728.3,0,ENST00000373625.8
ENSP00000362730.5,10,ENST00000373627.10
ENSP00000362744.4,12,ENST00000316084.10
ENSP00000362751.4,54,ENST00000373647.9
ENSP00000362768.3,44,ENST00000373664.8
ENSP00000362803.5,0,ENST00000373699.6
ENSP00000362807.4,7,ENST00000373703.5
ENSP00000362824.3,23,ENST00000373719.8
ENSP00000362863.4,28,ENST00000373758.5
ENSP00000362873.3,4,ENST00000373768.4
ENSP00000362894.3,42,ENST00000373789.8
ENSP00000362900.4,0,ENST00000373795.7
ENSP00000362909.2,16,ENST00000373803.6
ENSP00000362931.2,14,ENST00000373825.7
ENSP00000362936.3,1,ENST00000373830.4
ENSP00000362937.3,0,ENST00000373831.7
ENSP00000362942.3,23,ENST00000373836.4
ENSP00000362946.4,8,ENST00000373840.9
ENSP00000362971.1,21,ENST00000373864.5
ENSP00000362978.3,32,ENST00000373871.8
ENSP00000362991.5,58,ENST00000373884.6
ENSP00000363001.3,11,ENST00000373894.8
ENSP00000363014.2,82,ENST00000373907.6
ENSP00000363015.3,0,ENST00000313433.11
ENSP00000363018.3,15,ENST00000322203.7
ENSP00000363019.3,5,ENST00000373910.9
ENSP00000363027.3,28,ENST00000373917.7
ENSP00000363041.4,12,ENST00000333926.6
ENSP00000363046.3,20,ENST00000373935.4
ENSP00000363054.4,0,ENST00000373943.9
ENSP00000363100.1,56,ENST00000373988.5
ENSP00000363129.3,22,ENST00000374017.3
ENSP00000363135.3,8,ENST00000374023.8
ENSP00000363162.3,0,ENST00000374050.4
ENSP00000363189.4,5,ENST00000374076.9
ENSP00000363205.3,25,ENST00000374092.9
ENSP00000363284.3,0,ENST00000374169.7
ENSP00000363295.3,34,ENST00000374180.4
ENSP00000363315.4,13,ENST00000374199.9
ENSP00000363348.4,0,ENST00000374231.8
ENSP00000363349.3,26,ENST00000374232.8
ENSP00000363360.3,5,ENST00000374242.9
ENSP00000363377.3,37,ENST00000374259.8
ENSP00000363384.5,10,ENST00000374266.7
ENSP00000363387.1,28,ENST00000374269.2
ENSP00000363400.3,2,ENST00000374282.8
ENSP00000363419.3,5,ENST00000374301.7
ENSP00000363435.4,323,ENST00000374316.9
ENSP00000363458.4,12,ENST00000374338.5
ENSP00000363463.4,10,ENST00000374343.5
ENSP00000363506.5,2,ENST00000374385.10
ENSP00000363524.3,29,ENST00000374403.4
ENSP00000363559.3,3,ENST00000374436.7
ENSP00000363591.3,22,ENST00000374467.4
ENSP00000363603.3,20,ENST00000374479.4
ENSP00000363614.3,13,ENST00000374490.8
ENSP00000363638.3,42,ENST00000374514.8
ENSP00000363641.5,10,ENST00000374517.6
ENSP00000363642.4,65,ENST00000374518.6
ENSP00000363654.3,110,ENST00000374530.7
ENSP00000363661.5,36,ENST00000342206.10
ENSP00000363714.3,42,ENST00000374586.8
ENSP00000363753.3,10,ENST00000322940.11
ENSP00000363763.3,42,ENST00000374632.7
ENSP00000363779.5,41,ENST00000374647.10
ENSP00000363824.3,20,ENST00000374692.8
ENSP00000363836.4,19,ENST00000374704.8
ENSP00000363864.3,0,ENST00000374732.7
ENSP00000363891.3,57,ENST00000374759.8
ENSP00000363899.4,11,ENST00000374767.5
ENSP00000363929.2,159,ENST00000374796.6
ENSP00000363944.3,0,ENST00000374811.8
ENSP00000363965.1,131,ENST00000374832.5
ENSP00000363972.3,20,ENST00000374839.8
ENSP00000363984.1,27,ENST00000374851.1
ENSP00000363985.3,41,ENST00000374852.4
ENSP00000363999.4,3,ENST00000374865.5
ENSP00000364001.2,41,ENST00000374867.7
ENSP00000364037.4,40,ENST00000374902.9
ENSP00000364080.4,13,ENST00000374943.8
ENSP00000364119.2,26,ENST00000374980.3
ENSP00000364150.3,61,ENST00000375011.4
ENSP00000364198.1,12,ENST00000375058.5
ENSP00000364220.1,10,ENST00000375079.6
ENSP00000364261.3,12,ENST00000375120.4
ENSP00000364270.5,1,ENST00000375128.5
ENSP00000364277.3,80,ENST00000375135.4
ENSP00000364289.3,6,ENST00000375147.8
ENSP00000364293.4,0,ENST00000375151.5
ENSP00000364295.3,6,ENST00000375153.8
ENSP00000364320.3,5,ENST00000330263.5
ENSP00000364324.2,81,ENST00000375180.7
ENSP00000364398.4,26,ENST00000375249.5
ENSP00000364403.3,176,ENST00000375254.8
ENSP00000364407.4,26,ENST00000375258.9
ENSP00000364469.1,13,ENST00000375320.5
ENSP00000364490.3,10,ENST00000375341.8
ENSP00000364519.4,19,ENST00000375370.10
ENSP00000364526.1,194,ENST00000375377.2
ENSP00000364550.4,39,ENST00000375401.8
ENSP00000364579.4,19,ENST00000375430.8
ENSP00000364589.4,22,ENST00000375440.9
ENSP00000364613.2,9,ENST00000375464.7
ENSP00000364639.5,17,ENST00000375490.10
ENSP00000364649.3,12,ENST00000375499.8
ENSP00000364691.4,169,ENST00000375541.10
ENSP00000364699.3,15,ENST00000375549.8
ENSP00000364709.3,7,ENST00000375559.8
ENSP00000364721.5,2,ENST00000375571.6
ENSP00000364798.4,39,ENST00000375647.5
ENSP00000364839.4,42,ENST00000375687.10
ENSP00000364847.2,13,ENST00000375695.2
ENSP00000364864.3,44,ENST00000375712.4
ENSP00000364871.3,50,ENST00000375719.7
ENSP00000364883.5,19,ENST00000375731.9
ENSP00000364902.3,10,ENST00000375749.8
ENSP00000364907.4,106,ENST00000375754.9
ENSP00000364912.3,112,ENST00000375759.8
ENSP00000364921.3,20,ENST00000375766.8
ENSP00000364929.3,59,ENST00000375774.3
ENSP00000364965.3,75,ENST00000375807.8
ENSP00000364976.3,3,ENST00000314355.7
ENSP00000364979.4,46,ENST00000375820.10
ENSP00000365007.3,52,ENST00000375847.8
ENSP00000365014.3,29,ENST00000375854.7
ENSP00000365016.3,142,ENST00000375856.5
ENSP00000365019.3,7,ENST00000375859.4
ENSP00000365049.1,32,ENST00000375888.5
ENSP00000365061.5,2,ENST00000340342.11
ENSP00000365107.5,45,ENST00000375940.9
ENSP00000365124.1,27,ENST00000375957.5
ENSP00000365130.3,99,ENST00000375963.8
ENSP00000365147.4,20,ENST00000375980.9
ENSP00000365160.3,25,ENST00000375992.4
ENSP00000365174.3,23,ENST00000376006.7
ENSP00000365175.4,41,ENST00000376007.8
ENSP00000365200.4,14,ENST00000376032.9
ENSP00000365220.3,32,ENST00000376052.5
ENSP00000365233.4,32,ENST00000376065.8
ENSP00000365255.4,83,ENST00000376087.5
ENSP00000365256.3,59,ENST00000376088.7
ENSP00000365312.2,29,ENST00000376142.6
ENSP00000365318.4,23,ENST00000376148.9
ENSP00000365388.5,15,ENST00000376215.10
ENSP00000365401.3,20,ENST00000376227.4
ENSP00000365462.1,35,ENST00000376285.6
ENSP00000365477.2,1,ENST00000376300.7
ENSP00000365514.3,12,ENST00000376335.8
ENSP00000365522.3,0,ENST00000376344.8
ENSP00000365530.2,23,ENST00000376352.6
ENSP00000365534.4,61,ENST00000376356.5
ENSP00000365543.5,29,ENST00000322995.13
ENSP00000365550.2,3,ENST00000376371.7
ENSP00000365576.4,15,ENST00000376395.9
ENSP00000365630.3,34,ENST00000376447.4
ENSP00000365693.3,13,ENST00000376510.8
ENSP00000365720.4,16,ENST00000376537.8
ENSP00000365725.3,18,ENST00000376542.8
ENSP00000365730.3,6,ENST00000376547.7
ENSP00000365757.4,24,ENST00000376573.9
ENSP00000365760.3,48,ENST00000376576.3
ENSP00000365767.3,25,ENST00000376583.7
ENSP00000365773.3,0,ENST00000376588.4
ENSP00000365816.4,2,ENST00000376629.8
ENSP00000365830.2,57,ENST00000356454.5
ENSP00000365837.3,7,ENST00000376649.8
ENSP00000365840.4,6,ENST00000376652.9
ENSP00000365857.5,1,ENST00000376669.9
ENSP00000365877.4,12,ENST00000376687.4
ENSP00000365926.1,6,ENST00000376736.6
ENSP00000365931.4,35,ENST00000376741.5
ENSP00000365936.4,11,ENST00000376745.9
ENSP00000365938.3,70,ENST00000376747.8
ENSP00000365950.3,0,ENST00000376759.8
ENSP00000365959.1,26,ENST00000376768.5
ENSP00000365962.4,63,ENST00000376771.9
ENSP00000366006.5,23,ENST00000376810.6
ENSP00000366030.3,32,ENST00000376834.8
ENSP00000366050.5,2,ENST00000376854.6
ENSP00000366070.4,37,ENST00000376874.9
ENSP00000366098.4,11,ENST00000376901.9
ENSP00000366124.3,11,ENST00000376925.8
ENSP00000366135.4,9,ENST00000376936.9
ENSP00000366156.2,20,ENST00000376957.7
ENSP00000366157.4,28,ENST00000376958.5
ENSP00000366161.5,19,ENST00000376962.10
ENSP00000366179.3,22,ENST00000376980.8
ENSP00000366182.3,34,ENST00000376983.8
ENSP00000366190.2,1,ENST00000376991.6
ENSP00000366235.2,0,ENST00000377036.2
ENSP00000366237.3,0,ENST00000377038.8
ENSP00000366243.4,173,ENST00000377044.9
ENSP00000366244.4,36,ENST00000377045.9
ENSP00000366246.3,12,ENST00000377047.9
ENSP00000366271.3,71,ENST00000377071.9
ENSP00000366275.2,24,ENST00000377075.3
ENSP00000366280.4,25,ENST00000377079.8
ENSP00000366283.2,60,ENST00000325089.7
ENSP00000366297.4,17,ENST00000377093.9
ENSP00000366395.3,56,ENST00000377190.8
ENSP00000366396.3,46,ENST00000377191.5
ENSP00000366410.1,11,ENST00000377205.6
ENSP00000366434.4,28,ENST00000377227.8
ENSP00000366452.3,16,ENST00000377244.8
ENSP00000366468.1,18,ENST00000377258.5
ENSP00000366475.3,76,ENST00000377264.8
ENSP00000366487.3,0,ENST00000377275.4
