protein_id,High_Pause_Counts,transcript_id_x
ENSP00000278618.4,9,ENST00000278618.9
ENSP00000278671.5,17,ENST00000278671.10
ENSP00000278823.2,12,ENST00000278823.7
ENSP00000278826.5,4,ENST00000278826.11
ENSP00000278845.4,31,ENST00000278845.8
ENSP00000278903.7,25,ENST00000278903.11
ENSP00000278951.7,91,ENST00000278951.11
ENSP00000279068.5,17,ENST00000279068.11
ENSP00000279146.3,9,ENST00000279146.8
ENSP00000279147.5,6,ENST00000279147.9
ENSP00000279242.2,0,ENST00000279242.7
ENSP00000279281.3,16,ENST00000279281.8
ENSP00000279387.7,0,ENST00000279387.12
ENSP00000279392.3,0,ENST00000279392.8
ENSP00000279394.3,25,ENST00000279394.7
ENSP00000279550.7,8,ENST00000279550.11
ENSP00000279907.7,119,ENST00000279907.12
ENSP00000280154.7,0,ENST00000280154.12
ENSP00000280326.4,4,ENST00000280326.9
ENSP00000280346.7,22,ENST00000280346.11
ENSP00000280362.3,12,ENST00000280362.8
ENSP00000280377.5,57,ENST00000280377.10
ENSP00000280551.6,44,ENST00000280551.11
ENSP00000280557.6,12,ENST00000280557.11
ENSP00000280614.2,26,ENST00000280614.4
ENSP00000280700.5,51,ENST00000280700.10
ENSP00000280701.3,12,ENST00000280701.8
ENSP00000280772.1,0,ENST00000280772.7
ENSP00000280800.3,32,ENST00000280800.5
ENSP00000280904.6,24,ENST00000280904.11
ENSP00000280969.5,0,ENST00000280969.9
ENSP00000280979.4,202,ENST00000280979.9
ENSP00000280987.4,18,ENST00000280987.9
ENSP00000281031.4,9,ENST00000281031.5
ENSP00000281081.7,23,ENST00000281081.12
ENSP00000281092.4,68,ENST00000281092.9
ENSP00000281141.4,11,ENST00000281141.9
ENSP00000281142.5,23,ENST00000281142.10
ENSP00000281182.5,23,ENST00000281182.9
ENSP00000281243.5,7,ENST00000281243.10
ENSP00000281453.5,11,ENST00000281453.10
ENSP00000281455.2,16,ENST00000281455.7
ENSP00000281456.5,19,ENST00000281456.11
ENSP00000281471.6,13,ENST00000281471.11
ENSP00000281513.5,128,ENST00000281513.10
ENSP00000281543.5,29,ENST00000281543.6
ENSP00000281701.6,39,ENST00000281701.11
ENSP00000281741.4,70,ENST00000281741.9
ENSP00000281821.2,32,ENST00000281821.7
ENSP00000281828.6,21,ENST00000281828.8
ENSP00000281950.2,9,ENST00000281950.8
ENSP00000282003.6,24,ENST00000282003.7
ENSP00000282020.4,50,ENST00000282020.9
ENSP00000282032.3,10,ENST00000282032.4
ENSP00000282041.4,264,ENST00000282041.11
ENSP00000282058.5,9,ENST00000282058.11
ENSP00000282251.5,67,ENST00000282251.9
ENSP00000282276.6,18,ENST00000282276.8
ENSP00000282343.8,77,ENST00000282343.13
ENSP00000282344.6,57,ENST00000282344.11
ENSP00000282382.4,9,ENST00000282382.8
ENSP00000282388.3,27,ENST00000282388.4
ENSP00000282412.4,84,ENST00000282412.9
ENSP00000282488.8,19,ENST00000282488.11
ENSP00000282516.8,109,ENST00000282516.13
ENSP00000282541.6,10,ENST00000282541.10
ENSP00000282570.3,55,ENST00000282570.4
ENSP00000282588.5,226,ENST00000282588.7
ENSP00000282633.5,181,ENST00000282633.10
ENSP00000282841.5,33,ENST00000282841.9
ENSP00000282892.3,4,ENST00000282892.4
ENSP00000283006.2,1,ENST00000283006.7
ENSP00000283027.5,8,ENST00000283027.10
ENSP00000283109.3,21,ENST00000283109.8
ENSP00000283131.3,1,ENST00000283131.4
ENSP00000283148.7,19,ENST00000283148.12
ENSP00000283195.6,237,ENST00000283195.11
ENSP00000283206.4,21,ENST00000283206.9
ENSP00000283290.5,1,ENST00000283290.10
ENSP00000283351.4,35,ENST00000283351.10
ENSP00000283357.5,8,ENST00000283357.10
ENSP00000283415.3,23,ENST00000283415.4
ENSP00000283629.3,36,ENST00000283629.8
ENSP00000283632.4,20,ENST00000283632.5
ENSP00000283646.3,10,ENST00000283646.5
ENSP00000283752.5,11,ENST00000283752.10
ENSP00000283875.5,7,ENST00000283875.6
ENSP00000283882.3,8,ENST00000283882.4
ENSP00000283921.4,0,ENST00000283921.5
ENSP00000284031.8,6,ENST00000284031.13
ENSP00000284061.3,26,ENST00000284061.8
ENSP00000284116.4,3,ENST00000284116.9
ENSP00000284274.4,8,ENST00000284274.5
ENSP00000284292.5,0,ENST00000284292.11
ENSP00000284320.5,6,ENST00000284320.6
ENSP00000284440.4,0,ENST00000284440.9
ENSP00000284551.6,0,ENST00000284551.11
ENSP00000284669.1,41,ENST00000284669.2
ENSP00000284690.3,0,ENST00000284690.4
ENSP00000284771.6,23,ENST00000284771.7
ENSP00000284878.7,11,ENST00000284878.12
ENSP00000284967.7,29,ENST00000352957.9
ENSP00000284981.4,5,ENST00000346798.8
ENSP00000284984.2,20,ENST00000284984.8
ENSP00000285021.8,32,ENST00000285021.12
ENSP00000285071.4,35,ENST00000285071.9
ENSP00000285093.8,22,ENST00000285093.15
ENSP00000285208.4,0,ENST00000285208.9
ENSP00000285243.6,23,ENST00000285243.7
ENSP00000285379.4,9,ENST00000285379.10
ENSP00000285420.4,13,ENST00000285420.8
ENSP00000285599.3,94,ENST00000285599.8
ENSP00000285667.3,10,ENST00000285667.4
ENSP00000285697.4,1,ENST00000285697.9
ENSP00000285737.4,29,ENST00000285737.9
ENSP00000285814.4,9,ENST00000285814.9
ENSP00000285848.5,19,ENST00000285848.9
ENSP00000285873.6,46,ENST00000285873.8
ENSP00000285930.3,7,ENST00000285930.9
ENSP00000285968.6,30,ENST00000285968.11
ENSP00000286070.5,35,ENST00000286070.10
ENSP00000286201.1,19,ENST00000286201.3
ENSP00000286234.5,58,ENST00000286234.6
ENSP00000286298.4,46,ENST00000286298.5
ENSP00000286307.5,19,ENST00000286307.6
ENSP00000286364.3,66,ENST00000286364.9
ENSP00000286371.3,8,ENST00000286371.8
ENSP00000286398.7,35,ENST00000286398.11
ENSP00000286428.5,0,ENST00000286428.7
ENSP00000286548.4,30,ENST00000286548.9
ENSP00000286713.2,12,ENST00000286713.7
ENSP00000286800.3,30,ENST00000286800.8
ENSP00000286835.7,66,ENST00000286835.12
ENSP00000287022.5,7,ENST00000287022.10
ENSP00000287025.3,26,ENST00000287025.4
ENSP00000287038.3,2,ENST00000287038.8
ENSP00000287078.6,20,ENST00000287078.7
ENSP00000287169.3,9,ENST00000287169.8
ENSP00000287218.4,0,ENST00000287218.9
ENSP00000287295.3,13,ENST00000287295.8
ENSP00000287322.4,48,ENST00000287322.5
ENSP00000287380.1,90,ENST00000287380.6
ENSP00000287394.5,35,ENST00000287394.10
ENSP00000287437.3,5,ENST00000287437.8
ENSP00000287474.4,47,ENST00000287474.9
ENSP00000287482.5,16,ENST00000287482.6
ENSP00000287546.4,129,ENST00000287546.8
ENSP00000287600.4,11,ENST00000287600.9
ENSP00000287647.3,73,ENST00000287647.7
ENSP00000287652.4,47,ENST00000287652.8
ENSP00000287675.5,24,ENST00000287675.10
ENSP00000287859.6,5,ENST00000287859.11
ENSP00000287878.3,65,ENST00000287878.9
ENSP00000287957.3,1,ENST00000287957.5
ENSP00000287996.3,41,ENST00000287996.8
ENSP00000288014.6,9,ENST00000288014.7
ENSP00000288022.1,1,ENST00000288022.2
ENSP00000288207.2,12,ENST00000288207.7
ENSP00000288235.4,15,ENST00000288235.9
ENSP00000288266.3,26,ENST00000288266.8
ENSP00000288398.6,0,ENST00000288398.10
ENSP00000288532.6,3,ENST00000288532.11
ENSP00000288607.2,5,ENST00000288607.3
ENSP00000288699.6,13,ENST00000288699.11
ENSP00000288828.4,15,ENST00000288828.9
ENSP00000288937.6,6,ENST00000288937.7
ENSP00000289175.6,29,ENST00000289175.10
ENSP00000289228.5,9,ENST00000289228.7
ENSP00000289359.2,0,ENST00000289359.6
ENSP00000289371.5,20,ENST00000289371.11
ENSP00000289382.3,36,ENST00000289382.8
ENSP00000289422.7,126,ENST00000289422.11
ENSP00000290079.8,9,ENST00000290079.9
ENSP00000290130.3,0,ENST00000290130.4
ENSP00000290155.3,24,ENST00000290155.8
ENSP00000290231.6,21,ENST00000290231.11
ENSP00000290291.6,29,ENST00000290291.10
ENSP00000290295.8,17,ENST00000290295.8
ENSP00000290299.2,28,ENST00000290299.7
ENSP00000290341.3,7,ENST00000290341.8
ENSP00000290349.6,0,ENST00000290349.11
ENSP00000290354.5,54,ENST00000290354.6
ENSP00000290378.4,9,ENST00000290378.6
ENSP00000290401.4,11,ENST00000345330.9
ENSP00000290429.5,7,ENST00000290429.11
ENSP00000290524.4,8,ENST00000290524.8
ENSP00000290541.6,0,ENST00000290541.7
ENSP00000290573.2,29,ENST00000290573.7
ENSP00000290649.5,35,ENST00000290649.10
ENSP00000290650.4,101,ENST00000290650.9
ENSP00000290663.6,6,ENST00000290663.10
ENSP00000290759.4,14,ENST00000290759.9
ENSP00000290776.8,52,ENST00000290776.13
ENSP00000290858.6,0,ENST00000290858.11
ENSP00000290921.6,1,ENST00000290921.10
ENSP00000291386.3,10,ENST00000291386.4
ENSP00000291442.2,13,ENST00000291442.4
ENSP00000291458.5,11,ENST00000291458.9
ENSP00000291547.4,20,ENST00000291547.10
ENSP00000291565.4,4,ENST00000291565.9
ENSP00000291568.6,1,ENST00000291568.7
ENSP00000291574.4,74,ENST00000291574.9
ENSP00000291576.6,72,ENST00000291576.12
ENSP00000291634.6,27,ENST00000291634.11
ENSP00000291688.1,87,ENST00000291688.6
ENSP00000291842.4,23,ENST00000291842.10
ENSP00000291906.4,32,ENST00000291906.5
ENSP00000292114.3,20,ENST00000292114.8
ENSP00000292140.5,29,ENST00000292140.9
ENSP00000292180.3,20,ENST00000292180.8
ENSP00000292211.4,6,ENST00000292211.5
ENSP00000292246.3,23,ENST00000292246.8
ENSP00000292314.2,0,ENST00000292314.6
ENSP00000292330.2,7,ENST00000292330.3
ENSP00000292363.3,19,ENST00000292363.10
ENSP00000292450.4,17,ENST00000292450.9
ENSP00000292475.4,0,ENST00000292475.8
ENSP00000292476.5,17,ENST00000292476.10
ENSP00000292538.4,36,ENST00000292538.9
ENSP00000292566.3,22,ENST00000292566.4
ENSP00000292616.5,9,ENST00000292616.10
ENSP00000292778.6,6,ENST00000292778.11
ENSP00000292782.4,10,ENST00000292782.9
ENSP00000293217.4,0,ENST00000293217.10
ENSP00000293288.8,0,ENST00000293288.12
ENSP00000293350.3,39,ENST00000293350.9
ENSP00000293362.1,2,ENST00000293362.7
ENSP00000293379.4,29,ENST00000293379.9
ENSP00000293404.2,49,ENST00000293404.8
ENSP00000293406.3,19,ENST00000293406.8
ENSP00000293443.6,47,ENST00000293443.12
ENSP00000293760.5,31,ENST00000293760.10
ENSP00000293831.8,35,ENST00000293831.13
ENSP00000293860.5,12,ENST00000293860.6
ENSP00000293872.8,0,ENST00000293872.13
ENSP00000293981.6,11,ENST00000293981.10
ENSP00000294016.3,134,ENST00000294016.8
ENSP00000294064.4,5,ENST00000294064.9
ENSP00000294066.2,54,ENST00000294066.7
ENSP00000294119.2,5,ENST00000294119.6
ENSP00000294129.2,40,ENST00000294129.7
ENSP00000294168.3,23,ENST00000294168.8
ENSP00000294172.2,24,ENST00000294172.7
ENSP00000294179.3,9,ENST00000294179.8
ENSP00000294244.3,17,ENST00000294244.9
ENSP00000294258.3,15,ENST00000294258.8
ENSP00000294304.6,76,ENST00000294304.12
ENSP00000294353.6,26,ENST00000294353.7
ENSP00000294360.4,0,ENST00000294360.5
ENSP00000294383.5,99,ENST00000294383.7
ENSP00000294409.2,25,ENST00000294409.2
ENSP00000294428.3,34,ENST00000294428.7
ENSP00000294740.2,46,ENST00000294740.3
ENSP00000294785.5,15,ENST00000294785.10
ENSP00000294904.6,47,ENST00000348849.8
ENSP00000294952.8,72,ENST00000294952.13
ENSP00000295006.5,9,ENST00000295006.6
ENSP00000295025.7,65,ENST00000295025.12
ENSP00000295050.7,19,ENST00000295050.12
ENSP00000295079.2,12,ENST00000295079.6
ENSP00000295119.4,9,ENST00000295119.9
ENSP00000295121.6,9,ENST00000295121.11
ENSP00000295148.4,24,ENST00000295148.9
ENSP00000295156.4,22,ENST00000295156.9
ENSP00000295206.5,39,ENST00000295206.7
ENSP00000295304.4,0,ENST00000295304.5
ENSP00000295317.3,12,ENST00000295317.4
ENSP00000295321.4,16,ENST00000295321.9
ENSP00000295408.4,64,ENST00000295408.9
ENSP00000295448.3,15,ENST00000295448.8
ENSP00000295491.4,12,ENST00000295491.9
ENSP00000295588.4,11,ENST00000295588.9
ENSP00000295598.5,8,ENST00000295598.10
ENSP00000295600.8,120,ENST00000352241.9
ENSP00000295640.4,38,ENST00000295640.9
ENSP00000295682.5,15,ENST00000295682.6
ENSP00000295685.10,5,ENST00000295685.14
ENSP00000295688.3,0,ENST00000295688.8
ENSP00000295704.2,0,ENST00000295704.7
ENSP00000295746.7,38,ENST00000295746.13
ENSP00000295767.5,13,ENST00000295767.9
ENSP00000295770.2,17,ENST00000295770.4
ENSP00000295797.4,34,ENST00000295797.5
ENSP00000295802.4,7,ENST00000295802.9
ENSP00000295822.2,2,ENST00000295822.7
ENSP00000295878.3,56,ENST00000295878.8
ENSP00000295899.5,0,ENST00000295899.10
ENSP00000295926.4,28,ENST00000295926.8
ENSP00000295956.5,67,ENST00000295956.9
ENSP00000296003.5,47,ENST00000296003.9
ENSP00000296015.4,38,ENST00000296015.9
ENSP00000296051.2,59,ENST00000296051.7
ENSP00000296088.7,72,ENST00000296088.12
ENSP00000296102.3,0,ENST00000296102.8
ENSP00000296135.6,0,ENST00000296135.11
ENSP00000296137.2,53,ENST00000296137.7
ENSP00000296149.4,2,ENST00000296149.9
ENSP00000296181.4,29,ENST00000296181.9
ENSP00000296215.5,0,ENST00000296215.8
ENSP00000296220.5,48,ENST00000296220.6
ENSP00000296255.3,0,ENST00000296255.8
ENSP00000296257.5,63,ENST00000296257.10
ENSP00000296266.3,62,ENST00000296266.7
ENSP00000296292.3,33,ENST00000296292.8
ENSP00000296328.4,4,ENST00000296328.9
ENSP00000296350.5,78,ENST00000296350.10
ENSP00000296358.4,6,ENST00000296358.5
ENSP00000296388.5,8,ENST00000296388.10
ENSP00000296411.6,8,ENST00000296411.11
ENSP00000296412.8,14,ENST00000296412.14
ENSP00000296417.5,6,ENST00000296417.6
ENSP00000296424.4,24,ENST00000296424.9
ENSP00000296464.3,15,ENST00000296464.9
ENSP00000296490.3,15,ENST00000296490.8
ENSP00000296504.3,13,ENST00000296504.4
ENSP00000296509.5,15,ENST00000296509.11
ENSP00000296511.5,11,ENST00000296511.10
ENSP00000296543.4,17,ENST00000296543.10
ENSP00000296564.7,94,ENST00000296564.9
ENSP00000296577.4,17,ENST00000296577.9
ENSP00000296585.5,129,ENST00000296585.10
ENSP00000296597.5,18,ENST00000296597.10
ENSP00000296658.3,14,ENST00000296658.4
ENSP00000296679.4,25,ENST00000296679.9
ENSP00000296684.5,2,ENST00000296684.10
ENSP00000296754.3,269,ENST00000296754.7
ENSP00000296755.7,46,ENST00000296755.12
ENSP00000296782.5,161,ENST00000296782.9
ENSP00000296786.6,10,ENST00000296786.8
ENSP00000296792.4,12,ENST00000296792.9
ENSP00000296824.2,6,ENST00000296824.4
ENSP00000297029.5,50,ENST00000297029.10
ENSP00000297056.6,32,ENST00000297056.11
ENSP00000297071.4,0,ENST00000297071.9
ENSP00000297107.6,78,ENST00000297107.11
ENSP00000297109.5,12,ENST00000297109.11
ENSP00000297145.4,24,ENST00000297145.9
ENSP00000297151.4,16,ENST00000297151.9
ENSP00000297156.2,13,ENST00000297156.4
ENSP00000297157.3,23,ENST00000297157.8
ENSP00000297185.3,8,ENST00000297185.9
ENSP00000297258.6,7,ENST00000297258.11
ENSP00000297268.6,15,ENST00000297268.11
ENSP00000297293.5,67,ENST00000297293.6
ENSP00000297347.3,5,ENST00000297347.7
ENSP00000297431.4,1,ENST00000297431.9
ENSP00000297440.6,11,ENST00000297440.11
ENSP00000297504.6,30,ENST00000297504.10
ENSP00000297540.4,9,ENST00000297540.5
ENSP00000297591.5,52,ENST00000297591.10
ENSP00000297613.4,0,ENST00000297613.4
ENSP00000297625.8,10,ENST00000297625.8
ENSP00000297632.6,0,ENST00000297632.8
ENSP00000297770.4,6,ENST00000297770.10
ENSP00000297837.6,52,ENST00000353234.5
ENSP00000297954.4,69,ENST00000297954.8
ENSP00000297990.4,11,ENST00000297990.9
ENSP00000298048.2,24,ENST00000298048.7
ENSP00000298097.7,16,ENST00000298097.7
ENSP00000298130.4,10,ENST00000298130.5
ENSP00000298139.5,76,ENST00000298139.7
ENSP00000298198.4,96,ENST00000298198.5
ENSP00000298229.2,51,ENST00000298229.7
ENSP00000298288.6,30,ENST00000298288.11
ENSP00000298292.8,59,ENST00000298292.13
ENSP00000298299.3,29,ENST00000298299.4
ENSP00000298307.5,7,ENST00000298307.10
ENSP00000298310.5,44,ENST00000298310.10
ENSP00000298317.4,13,ENST00000298317.9
ENSP00000298428.9,13,ENST00000298428.14
ENSP00000298492.5,10,ENST00000298492.6
ENSP00000298510.2,11,ENST00000298510.4
ENSP00000298556.7,2,ENST00000298556.8
ENSP00000298569.4,16,ENST00000298569.9
ENSP00000298630.3,23,ENST00000298630.8
ENSP00000298717.3,14,ENST00000298717.9
ENSP00000298746.3,2,ENST00000298746.5
ENSP00000298767.4,23,ENST00000298767.10
ENSP00000298875.4,2,ENST00000298875.9
ENSP00000298912.3,167,ENST00000298912.9
ENSP00000299106.4,0,ENST00000299106.9
ENSP00000299138.7,35,ENST00000299138.12
ENSP00000299157.4,0,ENST00000299157.5
ENSP00000299163.4,12,ENST00000299163.7
ENSP00000299166.4,19,ENST00000299166.9
ENSP00000299167.8,97,ENST00000299167.12
ENSP00000299192.7,31,ENST00000299192.8
ENSP00000299198.2,0,ENST00000348956.7
ENSP00000299238.5,48,ENST00000299238.7
ENSP00000299299.3,0,ENST00000299299.4
ENSP00000299300.6,7,ENST00000299300.11
ENSP00000299335.3,9,ENST00000299335.8
ENSP00000299413.5,1,ENST00000299413.7
ENSP00000299424.4,25,ENST00000299424.9
ENSP00000299427.6,37,ENST00000299427.12
ENSP00000299505.4,91,ENST00000299505.8
ENSP00000299518.2,5,ENST00000299518.7
ENSP00000299563.4,25,ENST00000299563.5
ENSP00000299565.5,35,ENST00000299565.9
ENSP00000299601.5,4,ENST00000299601.10
ENSP00000299608.2,20,ENST00000299608.7
ENSP00000299633.4,0,ENST00000299633.7
ENSP00000299705.5,18,ENST00000299705.10
ENSP00000299736.4,17,ENST00000299736.5
ENSP00000299767.4,10,ENST00000299767.10
ENSP00000299821.11,2,ENST00000299821.15
ENSP00000299886.4,41,ENST00000299886.9
ENSP00000299957.6,21,ENST00000299957.11
ENSP00000300013.4,19,ENST00000300013.8
ENSP00000300026.4,0,ENST00000300026.4
ENSP00000300030.3,9,ENST00000300030.8
ENSP00000300056.3,7,ENST00000300056.8
ENSP00000300086.4,9,ENST00000300086.5
ENSP00000300087.2,0,ENST00000300087.7
ENSP00000300093.4,13,ENST00000300093.9
ENSP00000300107.3,3,ENST00000300107.7
ENSP00000300128.4,0,ENST00000300128.9
ENSP00000300131.3,7,ENST00000300131.8
ENSP00000300146.9,52,ENST00000300146.10
ENSP00000300151.4,10,ENST00000300151.5
ENSP00000300176.4,22,ENST00000300176.9
ENSP00000300181.2,23,ENST00000300181.7
ENSP00000300213.4,23,ENST00000300213.9
ENSP00000300245.4,11,ENST00000300245.8
ENSP00000300249.4,27,ENST00000300249.10
ENSP00000300289.5,39,ENST00000300289.10
ENSP00000300291.5,16,ENST00000300291.10
ENSP00000300403.6,19,ENST00000300403.11
ENSP00000300413.4,13,ENST00000300413.10
ENSP00000300456.3,21,ENST00000300456.5
ENSP00000300574.2,18,ENST00000300574.3
ENSP00000300584.3,26,ENST00000300584.8
ENSP00000300619.6,81,ENST00000300619.12
ENSP00000300648.6,61,ENST00000300648.7
ENSP00000300651.6,85,ENST00000300651.11
ENSP00000300659.5,104,ENST00000346183.8
ENSP00000300688.3,8,ENST00000300688.8
ENSP00000300738.5,1,ENST00000300738.10
ENSP00000300850.5,111,ENST00000300850.5
ENSP00000300853.3,7,ENST00000300853.8
ENSP00000300870.10,54,ENST00000300870.15
ENSP00000300896.3,101,ENST00000300896.9
ENSP00000300935.2,6,ENST00000300935.8
ENSP00000300976.3,32,ENST00000300976.9
ENSP00000301012.3,16,ENST00000301012.8
ENSP00000301015.9,89,ENST00000301015.14
ENSP00000301019.4,19,ENST00000301019.9
ENSP00000301071.7,54,ENST00000301071.12
ENSP00000301159.7,26,ENST00000301159.14
ENSP00000301180.5,55,ENST00000301180.10
ENSP00000301242.3,4,ENST00000301242.9
ENSP00000301244.5,13,ENST00000301244.12
ENSP00000301264.3,20,ENST00000301264.7
ENSP00000301280.4,17,ENST00000301280.10
ENSP00000301281.5,23,ENST00000301281.11
ENSP00000301327.3,14,ENST00000301327.5
ENSP00000301329.6,0,ENST00000301329.10
ENSP00000301364.4,6,ENST00000301364.10
ENSP00000301396.5,14,ENST00000301396.8
ENSP00000301458.4,13,ENST00000301458.10
ENSP00000301488.4,7,ENST00000301488.8
ENSP00000301522.2,0,ENST00000301522.3
ENSP00000301585.5,0,ENST00000301585.10
ENSP00000301587.4,0,ENST00000301587.9
ENSP00000301634.6,0,ENST00000301634.12
ENSP00000301653.3,7,ENST00000301653.9
ENSP00000301671.7,15,ENST00000301671.12
ENSP00000301729.4,0,ENST00000301729.9
ENSP00000301740.8,81,ENST00000301740.13
ENSP00000301761.3,28,ENST00000301761.7
ENSP00000301764.7,7,ENST00000301764.12
ENSP00000301765.5,9,ENST00000301765.10
ENSP00000301785.5,28,ENST00000301785.7
ENSP00000301788.7,6,ENST00000301788.12
ENSP00000301838.5,10,ENST00000301838.5
ENSP00000301905.4,7,ENST00000301905.9
ENSP00000301945.4,11,ENST00000303714.9
ENSP00000301962.5,119,ENST00000306177.9
ENSP00000302037.4,21,ENST00000353339.7
ENSP00000302051.1,32,ENST00000304546.6
ENSP00000302108.5,33,ENST00000307534.9
ENSP00000302160.3,6,ENST00000306024.4
ENSP00000302177.3,23,ENST00000305997.8
ENSP00000302232.4,10,ENST00000302708.9
ENSP00000302239.4,72,ENST00000307179.9
ENSP00000302441.3,14,ENST00000304788.4
ENSP00000302478.4,0,ENST00000302979.5
ENSP00000302530.6,26,ENST00000302759.11
ENSP00000302562.2,47,ENST00000306103.3
ENSP00000302579.5,130,ENST00000349847.4
ENSP00000302629.4,67,ENST00000305031.5
ENSP00000302657.3,62,ENST00000307201.5
ENSP00000302728.4,28,ENST00000304895.9
ENSP00000302768.3,35,ENST00000306846.8
ENSP00000302783.4,0,ENST00000303731.9
ENSP00000302790.4,43,ENST00000304658.10
ENSP00000302801.5,20,ENST00000306108.10
ENSP00000302836.4,7,ENST00000303450.5
ENSP00000302886.6,43,ENST00000303305.11
ENSP00000302961.2,0,ENST00000304858.7
ENSP00000302967.3,27,ENST00000305264.8
ENSP00000303043.3,12,ENST00000302445.8
ENSP00000303057.4,17,ENST00000306442.5
ENSP00000303145.4,10,ENST00000303575.9
ENSP00000303147.3,24,ENST00000306434.8
ENSP00000303315.4,26,ENST00000302754.6
ENSP00000303356.2,0,ENST00000306869.7
ENSP00000303366.7,7,ENST00000303127.12
ENSP00000303398.1,89,ENST00000305949.6
ENSP00000303423.3,34,ENST00000302279.8
ENSP00000303427.8,53,ENST00000303538.13
ENSP00000303434.4,71,ENST00000307017.9
ENSP00000303468.4,39,ENST00000302874.9
ENSP00000303482.3,1,ENST00000306306.8
ENSP00000303507.8,68,ENST00000305877.13
ENSP00000303515.5,19,ENST00000306796.10
ENSP00000303518.3,28,ENST00000302755.4
ENSP00000303525.3,4,ENST00000306193.8
ENSP00000303570.2,14,ENST00000306999.7
ENSP00000303575.4,20,ENST00000302174.9
ENSP00000303709.3,14,ENST00000306627.8
ENSP00000303754.3,0,ENST00000307720.4
ENSP00000303758.4,25,ENST00000302291.8
ENSP00000303830.4,55,ENST00000302850.10
ENSP00000303908.4,25,ENST00000305533.10
ENSP00000303987.7,22,ENST00000307366.8
ENSP00000303992.5,18,ENST00000306077.5
ENSP00000303997.5,22,ENST00000307126.10
ENSP00000304051.4,44,ENST00000303545.4
ENSP00000304102.3,0,ENST00000303904.8
ENSP00000304229.5,4,ENST00000304043.10
ENSP00000304283.4,2,ENST00000306897.9
ENSP00000304327.6,12,ENST00000302362.11
ENSP00000304353.4,4,ENST00000303151.5
ENSP00000304360.7,34,ENST00000305513.12
ENSP00000304370.1,17,ENST00000307731.2
ENSP00000304429.3,46,ENST00000306121.8
ENSP00000304467.5,17,ENST00000307741.11
ENSP00000304502.6,23,ENST00000303077.7
ENSP00000304553.5,0,ENST00000306984.8
ENSP00000304592.2,42,ENST00000306749.4
ENSP00000304593.2,10,ENST00000305105.3
ENSP00000304604.9,65,ENST00000307546.14
ENSP00000304669.7,11,ENST00000302763.12
ENSP00000304689.1,13,ENST00000303596.3
ENSP00000304782.4,28,ENST00000303334.9
ENSP00000304802.2,3,ENST00000305784.7
ENSP00000304854.3,0,ENST00000302764.9
ENSP00000304978.6,19,ENST00000352331.8
ENSP00000305069.4,23,ENST00000306480.11
ENSP00000305138.4,9,ENST00000307650.9
ENSP00000305151.7,59,ENST00000307063.9
ENSP00000305161.6,52,ENST00000306085.11
ENSP00000305193.3,21,ENST00000304031.8
ENSP00000305204.6,31,ENST00000302450.11
ENSP00000305230.7,8,ENST00000304786.12
ENSP00000305255.2,0,ENST00000306357.9
ENSP00000305260.4,1,ENST00000303210.9
ENSP00000305422.3,6,ENST00000303004.5
ENSP00000305442.5,59,ENST00000307149.10
ENSP00000305449.3,12,ENST00000305510.4
ENSP00000305459.6,50,ENST00000306875.10
ENSP00000305480.2,9,ENST00000305885.3
ENSP00000305494.6,35,ENST00000305560.11
ENSP00000305533.5,94,ENST00000302236.10
ENSP00000305556.5,5,ENST00000303577.7
ENSP00000305613.6,9,ENST00000304062.11
ENSP00000305632.8,9,ENST00000304231.12
ENSP00000305653.2,5,ENST00000302787.3
ENSP00000305696.4,36,ENST00000306735.10
ENSP00000305699.3,13,ENST00000307602.9
ENSP00000305769.4,32,ENST00000302085.9
ENSP00000305790.5,8,ENST00000302516.10
ENSP00000305810.2,11,ENST00000306200.7
ENSP00000305839.4,69,ENST00000303991.5
ENSP00000305892.9,1,ENST00000304800.14
ENSP00000305918.6,22,ENST00000303407.12
ENSP00000305976.3,36,ENST00000304987.4
ENSP00000305988.5,21,ENST00000306107.9
ENSP00000305995.3,6,ENST00000304801.6
ENSP00000306003.4,0,ENST00000304312.5
ENSP00000306010.6,13,ENST00000303436.11
ENSP00000306070.5,12,ENST00000304430.10
ENSP00000306080.4,6,ENST00000304478.9
ENSP00000306117.7,39,ENST00000302243.12
ENSP00000306123.4,92,ENST00000304330.9
ENSP00000306124.3,51,ENST00000306156.8
ENSP00000306220.2,5,ENST00000305963.3
ENSP00000306261.4,20,ENST00000304620.5
ENSP00000306285.13,7,ENST00000304877.17
ENSP00000306328.5,38,ENST00000302692.7
ENSP00000306330.3,0,ENST00000307630.5
ENSP00000306344.5,28,ENST00000305494.6
ENSP00000306397.3,35,ENST00000304863.6
ENSP00000306407.3,18,ENST00000304733.8
ENSP00000306425.3,0,ENST00000303759.3
ENSP00000306473.3,17,ENST00000303383.8
ENSP00000306528.11,13,ENST00000302550.16
ENSP00000306548.3,0,ENST00000306185.8
ENSP00000306625.7,26,ENST00000306729.11
ENSP00000306670.5,0,ENST00000304301.10
ENSP00000306752.4,23,ENST00000305321.4
ENSP00000306817.3,23,ENST00000302188.8
ENSP00000306822.3,14,ENST00000306730.8
ENSP00000306844.5,57,ENST00000305476.10
ENSP00000306866.5,9,ENST00000302386.10
ENSP00000306881.6,8,ENST00000307712.11
